"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Barbados","BRB","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0177","0.0177","0.0143","0.0158","0.0184","0.0242","0.0259","0.0267","0.0279","0.0242","0.0347","0.0376","0.04","0.0448","0.0471","0.0528","0.0595","0.0608","0.0574","0.0685","0.143","0.15","0.157","0.1527","0.15","0.1532","0.1498","0.1831","0.196","0.2087","0.1518","0.1461","0.1498","0.1535","0.1498","0.1585","0.1765","0.1775","0.2265","0.238","0.2595","0.1996","0.1894","0.2212","0.2092","0.2273","0.2418","0.2127","0.2451","0.2871","0.2052","0.191","0.2042","0.2068","0.2127","",
"Brunei Darussalam","BRN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0807","0.0807","0.0621","0.0838","0.0993","0.0993","0.1397","0.1677","0.1677","0.2018","0.3332","0.3134","0.3637","0.4108","0.4097","0.4503","0.4593","0.4873","0.5189","0.5315","0.5534","0.5972","0.6543","0.6824","0.723","0.7767","0.8368","0.8749","0.8211","0.8113","0.8083","0.8434","0.8812","0.9227","0.9737","0.9518","1.0314","1.1264","1.1321","1.1219","1.1756","1.2836","1.3426","1.3261","1.351","1.357","1.3374","1.3307","1.3535","1.3223","1.2032","1.1522","1.2053","1.2031","1.2592","",
"Bhutan","BTN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0007","0.0007","0.0008","0.0007","0.0007","0.0008","0.0007","0.0008","0.0009","0.0009","0.0009","0.0098","0.0101","0.0099","0.0098","0.0106","0.0089","0.0119","0.0119","0.0111","0.0371","0.0383","0.0418","0.0416","0.0522","0.0567","0.0587","0.0612","0.0648","0.063","0.0606","0.0675","0.0671","0.0711","0.0694","0.0826","0.0879","0.0898","0.1001","0.1186","0.173","0.2094","0.2357","0.2345","0.2065","0.2437","0.2495","0.2607","0.3063","0.3126","0.2283","0.2492","0.2512","0.2538","0.2672","",
"Botswana","BWA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0634","0.0634","0.0761","0.0889","0.1046","0.114","0.1297","0.1454","0.1676","0.1897","0.2274","0.2493","0.2713","0.2995","0.3182","0.3304","0.3839","0.4211","0.4556","0.5312","0.6479","0.7073","0.8108","0.7968","0.768","0.8881","0.8973","0.9668","1.0356","1.127","1.2188","1.3081","1.2456","1.3371","1.4642","1.4958","1.5837","1.7157","1.984","1.7845","1.8894","1.9813","2.0621","2.1492","2.2282","2.3091","2.2622","2.3003","2.4587","2.3582","2.1312","2.205","2.2723","2.296","2.3157","",
"Central African Republic","CAF","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.009","0.009","0.0097","0.0106","0.0108","0.0133","0.0169","0.0218","0.0234","0.026","0.0276","0.0382","0.0379","0.0431","0.0409","0.038","0.052","0.0484","0.0611","0.0596","0.0728","0.0963","0.0793","0.0874","0.0915","0.0957","0.1036","0.104","0.1056","0.1114","0.1212","0.1277","0.1308","0.1251","0.1253","0.1243","0.1329","0.1379","0.105","0.1022","0.1009","0.1061","0.1126","0.0756","0.0782","0.1165","0.1353","0.1421","0.1516","0.1614","0.1738","0.1856","0.1831","0.1889","0.1917","",
"Canada","CAN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","80.7889","83.8849","89.8124","97.9055","102.321","104.2974","109.139","110.7068","116.3525","127.0725","129.2287","128.3093","111.1972","108.615","111.9579","114.051","114.0188","118.6705","126.2353","128.3053","124.6651","120.9509","125.205","127.1818","133.421","137.0932","140.4361","144.8506","147.4656","151.1608","149.9657","147.7901","159.6457","162.2764","159.7018","163.4558","162.3477","167.6906","167.6767","163.7636","169.4329","169.0559","169.3796","173.1347","171.5977","171.0888","170.1924","174.1661","180.2872","177.4984","148.7256","156.659","163.9822","164.7147","166.2992","",
"Central Europe and the Baltics","CEB","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","68.4625","68.0302","69.2578","71.4038","70.956","74.6705","75.2917","76.1606","77.5418","75.9366","72.1997","68.2642","65.7893","65.0588","64.694","63.5622","66.0919","67.9544","70.5739","76.7603","74.9953","68.1383","67.1228","64.0683","65.6869","66.3775","76.3546","80.4116","83.1871","85.356","81.3152","87.2497","89.4719","95.4655","102.6066","108.749","115.4164","124.1662","128.9981","124.8897","124.8924","124.7679","122.9345","117.8272","121.4576","127.7638","138.0832","151.0847","154.56","157.39","146.7848","157.7296","162.9595","164.2368","167.951","",
"Switzerland","CHE","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","8.2908","9.193","9.5286","9.912","9.4953","9.0069","9.0034","9.564","9.7077","9.7212","10.3352","10.6186","10.8672","11.3441","11.6016","11.709","12.3655","12.601","13.2983","13.6236","14.5064","14.9482","15.2922","14.2689","14.6168","14.3715","14.3856","14.8504","14.9899","14.9726","16.5496","16.2419","16.2688","16.3887","16.4894","16.5725","16.6964","17.0355","17.4493","17.2407","17.1762","16.9751","17.1306","17.0827","16.9196","16.2024","16.0428","15.7479","15.8147","15.7621","14.4479","14.6238","14.4614","14.4838","14.4941","",
"Channel Islands","CHI","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","6.0281","6.0281","5.8371","5.495","5.2196","4.5314","4.6152","4.8539","5.3749","5.8048","6.2461","6.6219","6.2565","6.2742","6.2558","6.1813","6.3509","6.7847","7.7374","8.2939","9.0841","9.4833","10.2897","11.4089","12.3338","13.6444","14.8388","15.7303","16.5557","16.7441","16.9872","16.0675","16.5753","16.332","16.919","18.5607","18.2863","19.8109","20.5827","20.7096","21.4369","21.8593","22.4344","24.4921","23.5736","25.2257","26.384","27.3837","28.328","28.735","25.466","27.8142","31.1888","28.398","29.786","",
"China","CHN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","45.4583","45.4583","50.12","54.4138","58.8471","65.9087","66.906","74.1173","71.9892","74.8971","70.859","70.6364","74.0071","78.5994","83.8886","86.3287","94.056","98.7102","104.7209","108.5201","94.1525","100.6214","111.1024","125.7016","116.3504","127.3714","169.853","146.1269","140.2851","157.3617","248.4803","254.2503","276.4443","313.1443","371.1368","397.312","434.812","468.5767","507.0676","517.0746","568.7798","621.89","686.1263","741.0944","770.35","828.4621","845.3566","877.8151","950.9561","944.3723","901.9615","969.4479","885.434","939.8278","928.6975","",
"Cote d'Ivoire","CIV","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.8787","0.8787","0.9578","0.9122","0.9546","1.0136","1.217","1.3024","1.4122","1.494","1.557","1.5065","1.4085","1.2728","1.1849","1.188","1.1496","1.0901","1.1032","1.2353","1.1917","1.1804","1.1357","1.101","1.0943","1.2285","1.2528","1.3775","1.2111","1.4227","1.2909","1.259","1.4126","1.0374","1.1441","1.2253","1.2819","1.2905","1.5618","1.5512","1.4843","1.5836","2.3561","2.5584","2.7017","3.165","3.8397","3.574","3.9669","4.2357","4.162","6.7911","7.4153","7.0915","7.3711","",
"Cameroon","CMR","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.5647","0.5647","0.6162","0.6408","0.6226","0.7491","0.7009","1.0092","1.0312","1.1089","1.1785","1.1932","1.3078","1.5084","1.5836","1.7402","1.65","1.6662","1.8648","1.8326","1.7549","1.5686","1.57","1.6883","1.7613","1.7086","1.7303","1.8217","1.8761","1.6374","1.8566","1.8592","2.0652","2.099","2.1652","2.1074","1.8697","2.1284","2.1846","2.5141","2.6752","2.8318","3.0142","3.1969","3.4145","3.1654","3.2607","3.186","3.3192","3.4202","3.4239","3.5593","3.6846","3.8026","3.857","",
"Congo, Dem. Rep.","COD","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.416","0.416","0.4409","0.4936","0.5371","0.565","0.5278","0.4626","0.5216","0.6116","0.5992","0.5899","0.4967","0.5899","0.5961","0.5433","0.5464","0.565","0.5744","0.5744","0.5672","0.4802","0.4396","0.4426","0.4515","0.4513","0.4544","0.448","0.4544","0.4389","0.7903","0.6478","0.6927","0.8222","0.8947","1.1101","1.1956","1.3347","1.5169","1.5163","1.6546","2.1268","2.1121","2.4656","2.879","2.7674","2.2097","2.2662","3.1296","3.2898","3.4516","3.3207","4.7665","4.8318","4.9241","",
"Congo, Rep.","COG","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.3468","0.3468","0.382","0.3595","0.3817","0.3943","0.5156","0.3842","0.4707","0.4547","0.5124","0.5442","0.6558","0.6646","0.5877","0.6039","0.5622","0.5786","0.5429","0.5175","0.5141","0.5425","0.4723","0.4723","0.2907","0.418","0.3168","0.2475","0.3176","0.3074","0.4254","0.5502","0.4253","0.5977","0.7058","0.7209","0.8796","0.9589","1.1764","1.2817","1.4828","1.6456","1.603","1.9123","2.0166","1.7018","1.4484","1.3182","1.2893","1.3034","1.2192","1.2329","1.2565","1.2979","1.3201","",
"Colombia","COL","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","6.7591","6.7591","7.1318","7.6894","8.6005","9.3034","9.9214","10.3179","11.0206","11.5013","11.7808","11.9425","12.4871","13.0919","13.4981","13.9541","14.2176","14.6488","15.8694","16.2108","16.35","17.0882","18.0051","18.2723","17.036","20.3298","20.8575","21.8735","21.4051","19.0812","18.5607","19.4611","17.2645","17.7307","20.2411","19.846","20.8053","21.7745","22.0883","20.4024","20.6327","25.0198","26.3792","24.8722","25.8662","27.9866","29.224","29.2268","29.7986","31.2943","26.9513","34.5744","36.0946","37.3925","37.1124","",
"Comoros","COM","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0027","0.0027","0.0029","0.0032","0.0032","0.004","0.0051","0.0065","0.007","0.0078","0.0083","0.0088","0.0081","0.0086","0.0088","0.0081","0.005","0.011","0.0139","0.0136","0.0184","0.0221","0.0193","0.019","0.0189","0.0197","0.0203","0.0204","0.0258","0.0272","0.0435","0.0463","0.048","0.0633","0.0705","0.0687","0.0825","0.0564","0.0579","0.0723","0.0824","0.0715","0.0771","0.0948","0.0794","0.0889","0.112","0.1454","0.1107","0.1246","0.1503","0.2347","0.2511","0.2561","0.2608","",
"Cabo Verde","CPV","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0189","0.0189","0.0203","0.0223","0.0227","0.0279","0.0355","0.0457","0.0491","0.0545","0.0579","0.0617","0.0244","0.0259","0.0321","0.0298","0.0103","0.0111","0.019","0.0224","0.0254","0.0316","0.0324","0.0318","0.0373","0.038","0.0452","0.0453","0.046","0.0486","0.1367","0.1565","0.1744","0.1776","0.1972","0.31","0.3397","0.3995","0.3993","0.39","0.3997","0.4473","0.4006","0.4004","0.4016","0.4144","0.4679","0.4984","0.4281","0.4653","0.3529","0.3838","0.3983","0.3813","0.3964","",
"Costa Rica","CRI","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.6765","0.6765","0.7683","0.8404","0.9115","0.9911","1.0833","1.1788","1.3122","1.3421","1.334","1.1785","1.0506","1.0887","1.1644","1.1963","1.3106","1.3847","1.563","1.6772","1.5874","1.6489","2.3919","2.4693","2.5942","2.5887","2.6097","2.6729","2.959","3.0745","2.9733","3.17","3.5067","3.5889","3.8548","3.774","3.9755","4.2737","4.3806","4.4357","4.5621","4.6759","4.7946","4.8728","4.9734","5.3128","5.7483","5.8638","5.8752","5.9683","4.9903","5.6899","5.7069","6.0126","6.2426","",
"Caribbean small states","CSS","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.0606","1.0605","1.1164","1.5011","1.255","1.3143","1.3685","1.593","1.7254","1.7451","1.9317","2.0337","2.132","2.1186","2.1863","2.1609","2.226","2.2501","1.9015","1.9329","2.4062","2.4482","2.3376","2.223","2.519","2.6616","2.7969","3.0812","3.2272","3.3009","3.1991","3.2065","3.3938","3.3294","3.7443","3.8732","4.4801","4.7732","5.1362","5.2241","5.6162","5.1967","5.3142","5.1872","5.7046","5.7663","5.9141","5.7664","5.0946","5.9293","5.0613","5.3072","5.7574","5.8626","6.0325","",
"Cuba","CUB","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","4.1536","4.1536","4.0414","4.4141","4.3206","4.5755","4.5843","4.7734","5.0195","5.2942","5.3034","5.547","5.3013","5.3379","5.6632","5.4652","5.6266","5.5916","5.8617","5.6793","5.0742","3.7244","2.5966","1.9473","1.8939","1.9711","2.1989","2.7555","2.4874","2.3516","2.1685","2.2132","2.063","1.8908","1.9715","1.914","1.8279","1.847","1.818","1.413","1.2465","1.2172","1.0607","1.2369","1.3994","1.5159","1.511","1.6536","1.6247","1.4669","1.2078","1.1987","1.1884","1.1875","1.2306","",
"Curacao","CUW","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0018","0.002","0.0017","0.002","0.0025","0.0034","0.0039","0.0042","0.0046","0.0042","0.0062","0.0067","0.0076","0.0087","0.0101","0.0106","0.012","0.0137","0.0152","0.0165","0.0351","0.0358","0.0371","0.0353","0.0419","0.0442","0.0443","0.0474","0.0494","0.051","0.0488","0.0471","0.0494","0.0508","0.0466","0.05","0.0564","0.0703","0.0784","0.0812","0.0919","0.0716","0.067","0.0767","0.0841","0.0916","0.0947","0.1016","0.1105","0.1454","0.1125","0.1068","0.1221","0.1237","0.1272","",
"Cyprus","CYP","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.6008","0.6008","0.6623","0.7366","0.5419","0.4399","0.4711","0.5144","0.5732","0.5982","0.6206","0.6175","0.6517","0.7109","0.7639","0.7979","0.8446","0.9162","0.9596","1.0315","1.1661","1.162","1.3083","1.3278","1.3805","1.4661","1.5167","1.5829","1.6588","1.7023","1.7433","1.7989","1.7817","1.8868","1.9878","2.0264","2.0141","2.1471","2.1884","2.1893","2.2371","2.17","1.9981","1.7952","1.7503","1.8189","1.9318","2.0045","2.0165","2.0354","1.7724","1.9044","1.884","1.9745","2.0245","",
"Czechia","CZE","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","5.4487","5.4487","5.7037","6.117","5.7564","6.4656","6.9328","7.289","7.1477","7.3149","6.409","7.2072","6.1018","6.2048","6.5671","6.4432","6.3635","6.4611","6.546","6.8666","6.9493","6.1746","7.9212","7.9648","8.543","7.2506","10.0773","10.386","10.6739","11.759","11.8706","12.7457","13.2896","15.1202","15.8469","17.1466","17.4537","18.4137","18.2618","17.6347","16.6022","16.4735","16.1436","16.004","16.513","17.3189","18.0045","18.5387","18.6711","18.8901","17.5908","18.7673","19.2373","19.7226","20.6418","",
"Germany","DEU","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","94.1322","99.7504","103.7562","106.6795","102.277","105.9733","107.5139","113.4233","122.5916","126.2613","128.476","124.3763","124.6794","126.7565","130.4289","130.6132","136.5196","141.5678","146.5081","149.9672","158.6041","161.4766","164.0611","168.6721","166.0365","167.928","169.0547","169.8015","172.8069","177.6633","173.4704","169.5369","167.1233","164.0364","163.9894","155.6293","153.4831","148.3805","148.8937","147.0592","148.1233","149.9427","148.5133","152.367","154.573","157.5904","161.0244","163.4918","157.66","160.0386","142.452","139.8724","140.9573","136.6369","138.0434","",
"Djibouti","DJI","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0898","0.0898","0.0966","0.1064","0.108","0.1327","0.1693","0.2178","0.2339","0.2596","0.2759","0.235","0.2168","0.1724","0.146","0.1357","0.1376","0.1431","0.1768","0.399","0.4658","0.581","0.512","0.5085","0.5196","0.5384","0.5547","0.5618","0.5705","0.6019","0.3585","0.3642","0.3784","0.4046","0.4011","0.3848","0.3718","0.3999","0.4439","0.4008","0.4324","0.3213","0.426","0.4511","0.4288","0.4014","0.3901","0.3432","0.3472","0.4082","0.3658","0.3972","0.3974","0.4052","0.4127","",
"Dominica","DMA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0005","0.0005","0.0004","0.0005","0.0005","0.0007","0.0008","0.0008","0.0008","0.0007","0.001","0.0016","0.0017","0.0018","0.002","0.002","0.0017","0.0026","0.003","0.0032","0.0064","0.0066","0.0068","0.0068","0.0093","0.0114","0.0114","0.0122","0.0127","0.0131","0.0107","0.0114","0.0104","0.0121","0.0135","0.0138","0.0154","0.0202","0.0196","0.0218","0.0259","0.0186","0.0186","0.0208","0.0238","0.026","0.0275","0.0246","0.0251","0.0314","0.0257","0.0256","0.0273","0.0276","0.0284","",
"Denmark","DNK","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","7.282","7.4549","7.6805","8.0122","7.9113","8.6619","8.8692","9.074","9.3038","9.2988","8.98","8.7198","8.8036","8.7433","9.3002","10.7809","11.2279","11.0468","11.0526","11.357","10.1866","10.7487","10.8078","10.9743","11.3946","11.5985","11.723","11.8975","11.9272","11.9566","11.9312","12.0252","12.1754","12.6557","12.9527","13.1708","13.465","14.0223","13.8706","13.1382","12.9903","12.6437","11.5874","11.3805","11.4728","12.0009","12.1562","12.1424","12.3077","12.0384","11.0476","11.2469","11.143","11.0923","11.2552","",
"Dominican Republic","DOM","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.4174","1.4174","1.4948","1.5698","1.6716","1.7456","1.8101","1.8427","1.7894","1.9294","1.7883","1.5089","1.4819","1.7448","1.967","1.9655","2.1004","2.6309","2.3019","3.0974","2.3113","2.2799","2.4548","2.6589","3.1522","3.5149","3.8893","4.4629","4.8831","5.195","5.3288","5.3435","5.7333","5.2576","5.4405","5.7621","5.8636","5.9526","5.4372","5.6386","5.7405","6.0461","6.5581","5.7898","5.0468","6.1304","6.6324","6.5117","7.165","7.6422","6.8634","8.0054","8.6761","8.6791","9.0123","",
"Algeria","DZA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","2.661","2.661","2.6399","2.9807","3.2823","3.6534","4.1244","4.5409","5.1943","5.6681","6.2158","6.7851","7.0963","7.6044","8.1588","12.4098","12.5378","12.6655","12.7079","12.9295","15.8086","16.8803","16.8012","16.9609","15.5212","15.11","14.9641","15.0132","15.4611","16.4715","16.8469","17.0412","19.3579","21.7604","22.025","24.1619","25.6265","27.6012","29.1924","30.5164","31.7105","34.2189","38.6433","40.2799","43.52","46.0859","44.8765","44.4017","45.1579","45.3179","40.2579","43.5355","45.1278","46.3011","48.6376","",
"East Asia & Pacific (excluding high income)","EAP","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","80.8149","80.8149","87.2744","93.7252","98.8046","108.1996","109.7409","118.6245","120.046","127.2851","126.6373","128.1455","133.0937","140.1516","148.1636","153.9748","164.637","175.0355","188.4142","199.545","197.4775","206.528","223.5448","251.6206","253.6295","282.3803","340.95","326.6641","313.3891","335.9388","434.622","448.6978","479.5968","524.8724","596.4479","620.65","647.3687","693.0673","732.6578","761.2441","825.6471","901.2116","989.9388","1065.6959","1103.5242","1165.3318","1191.2099","1245.0904","1333.7733","1338.4172","1242.0831","1308.1822","1276.9871","1344.191","1349.5112","",
"Early-demographic dividend","EAR","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","218.1709","218.9918","231.6451","245.2973","259.4635","279.0113","292.868","313.3111","336.7193","351.6713","366.0831","388.5161","391.7366","404.8124","420.6271","430.5975","433.8898","459.6669","473.5994","492.5907","530.2154","550.4698","566.3761","597.4841","625.3906","645.1545","689.5791","704.37","723.0031","744.9892","767.3926","779.5634","806.0488","827.9461","871.3988","912.5987","951.3626","1026.3946","1075.5485","1116.7383","1155.0949","1217.7479","1295.032","1331.7355","1376.7555","1424.0071","1446.026","1488.1329","1515.0639","1519.384","1318.5213","1433.2647","1541.0083","1558.0588","1591.1498","",
"East Asia & Pacific","EAS","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","223.3135","232.1223","245.1969","267.8042","275.8418","292.8985","303.4066","325.8985","341.792","362.3076","362.0519","358.1548","360.7544","375.2603","392.5721","402.7458","424.7552","447.0651","476.7349","507.8286","535.2871","560.5325","590.3545","632.8477","653.9132","701.9075","772.0108","763.3559","740.9752","777.7316","880.9249","898.535","930.0702","975.7584","1048.5347","1068.6834","1093.129","1136.8254","1165.0335","1190.7274","1260.1715","1331.5988","1421.9982","1498.3535","1531.729","1600.834","1629.2311","1685.559","1771.6779","1776.6096","1645.016","1714.7839","1689.5219","1764.7715","1768.1724","",
"Europe & Central Asia (excluding high income)","ECA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","91.5863","92.4073","97.057","101.862","106.5599","113.9374","117.7205","120.3423","120.3182","119.2662","121.2698","121.0051","122.0813","121.3573","121.1006","121.5619","128.2599","132.4265","133.5015","135.5184","151.8361","160.0372","123.1821","115.2077","97.2954","104.7941","107.7876","108.0299","107.342","100.4538","107.5023","107.2375","112.8149","112.2356","117.4574","120.3385","128.6308","148.0009","149.8588","137.8002","141.3265","145.9788","152.3755","159.7199","160.8753","166.1973","176.1797","181.2572","190.2351","191.774","183.3582","203.5838","203.5221","217.5801","222.076","",
"Europe & Central Asia","ECS","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","672.8492","694.2803","730.8902","772.8942","772.7562","813.713","847.5025","870.1095","902.7524","924.1035","929.1397","921.6923","929.0186","939.4404","959.1305","968.8966","1015.8923","1051.2254","1096.113","1133.369","1233.0056","1243.8891","1214.6246","1167.3342","1126.1095","1125.3681","1146.9312","1145.0056","1203.3126","1219.6854","1216.9006","1236.4865","1254.5315","1278.9057","1320.3302","1321.5177","1352.5579","1383.6996","1376.5984","1316.1933","1328.9088","1331.3804","1294.8513","1295.715","1307.984","1329.6942","1360.489","1385.7178","1404.8012","1414.9871","1245.3457","1356.0076","1386.8092","1403.0262","1425.9435","",
"Ecuador","ECU","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.844","1.844","1.8287","2.0634","2.243","2.6572","2.9504","3.6015","4.1858","3.4574","3.9907","4.5772","4.729","4.8377","5.4218","5.7576","5.9415","5.7335","6.9283","6.7039","7.8258","8.0145","8.1337","8.1603","8.6764","8.2655","10.0684","10.6663","9.9784","9.047","7.9866","8.4817","8.8236","9.1504","9.4747","9.9057","10.2021","10.0032","9.9595","10.4831","12.6618","13.7021","14.1772","15.123","16.2568","16.9254","17.1022","18.1983","19.1607","19.457","15.8337","19.1629","20.5451","21.7514","22.2081","",
"Egypt, Arab Rep.","EGY","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","4.0004","4.0004","4.6072","4.4766","5.1247","4.6297","5.254","6.0072","6.2999","6.7644","8.2117","9.1007","9.0657","10.2512","11.4297","12.2444","12.269","12.8572","13.8953","14.9219","16.1499","16.9011","17.5664","18.2768","20.0233","21.2292","22.4784","24.0672","26.7205","28.3904","29.25","28.1636","29.0183","30.644","31.3429","30.786","33.4622","37.0311","39.0531","41.7813","44.8427","46.765","50.9015","51.3997","53.5952","54.9791","57.3964","55.7127","56.1647","51.9606","53.4224","59.1887","56.5356","58.6083","62.2396","",
"Euro area","EMU","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","290.2776","307.8439","326.7979","349.3523","340.3753","353.948","374.9659","388.2408","411.7626","430.0981","432.2805","427.3467","429.7619","434.5753","444.8635","449.0053","469.9326","488.274","517.6449","535.1381","558.8378","572.3414","587.058","595.0097","597.314","606.3167","620.1389","628.4503","654.2325","668.9855","672.5237","683.5403","690.5311","698.0206","710.9437","705.4381","711.1309","713.1113","693.3224","668.6486","663.0913","657.639","630.3361","628.9458","632.6558","641.2279","652.4278","656.6334","653.4116","657.5159","555.349","603.431","623.4117","615.9059","620.7392","",
