Data Year,State,Brand Name,Generic Name,Total Prescribers,Total Claims,Total 30-Day Fills,Total Drug Cost ($),Total Beneficiaries,Age 65+ Suppression Flag,Age 65+ Claims,Age 65+ 30-Day Fills,Age 65+ Drug Cost ($),Age 65+ Beneficiary Suppression Flag,Age 65+ Beneficiaries,Low-Income Beneficiary Cost ($),Non-Low-Income Beneficiary Cost ($),Is Opioid,Is Long-Acting Opioid,Is Antibiotic,Is Antipsychotic
2021,Alabama,Acthib,Haemoph B Poly Conj-Tet Tox/Pf,19,26,26,1621.13,22,#,,,,#,,40.8,424.92,N,N,N,N
2021,Alabama,Acyclovir,Acyclovir,3710,25787,37202.7,685398.6,9375,,19573,28564,516726.2,,7245,14097.29,113515.49,N,N,N,N
2021,Alabama,Adacel Tdap,"Diph,pertuss(Acell),tet Vac/Pf",375,1527,1527,105196.93,1522,,1190,1190,82160.16,,1186,3521.69,44575.49,N,N,N,N
2021,Alabama,Adapalene,Adapalene,41,88,94.5,12426.16,46,,52,56,7532.4,,30,82.2,1190.74,N,N,N,N
2021,Alabama,Adcirca,Tadalafil,16,207,237,928081.78,23,,115,137,520212.49,#,,2595.29,15430.99,N,N,N,N
2021,Alabama,Adderall,Dextroamphetamine/Amphetamine,15,74,74,36497.61,13,,27,27,14633.27,*,,91.4,2266.94,N,N,N,N
2021,Alabama,Adderall Xr,Dextroamphetamine/Amphetamine,79,272,278,67242.27,88,,95,95,20584.01,,23,1379.1,7476.41,N,N,N,N
2021,Alabama,Adefovir Dipivoxil,Adefovir Dipivoxil,2,17,25,17418.97,,,17,25,17418.97,*,,0,2837.49,N,N,N,N
2021,Alabama,Adempas,Riociguat,29,527,536,6440723.75,61,,443,452,5439884.62,#,,2350.35,156268.42,N,N,N,N
2021,Alabama,Admelog,Insulin Lispro,12,32,32,3467.19,14,,21,21,1822.61,*,,159.12,74.75,N,N,N,N
2021,Alabama,Admelog Solostar,Insulin Lispro,21,25,43.6,7110.78,22,,13,22.2,3593.31,#,,97.84,950.1,N,N,N,N
2021,Alabama,Adrenalin,Epinephrine,95,180,180,5259.86,151,,114,114,3238.46,,97,321,1489.55,N,N,N,N
2021,Alabama,Advair Diskus,Fluticasone Propion/Salmeterol,2458,21695,29730.9,12138507.98,5951,,16582,22919.9,9248150.08,,4535,50345.77,869422.95,N,N,N,N
2021,Alabama,Advair Hfa,Fluticasone Propion/Salmeterol,1127,6647,8579.5,3878959.42,1869,,4868,6188.2,2794126.33,,1322,25227.55,209238.5,N,N,N,N
2021,Alabama,Advocate Pen Needle,"Pen Needle, Diabetic",77,337,494.6,26097.83,128,,250,372.9,19563.22,,96,751.4,1753.76,N,N,N,N
2021,Alabama,Advocate Pen Needles,"Pen Needle, Diabetic",127,355,615.8,29993.44,161,,240,403.1,18257.21,,111,938.12,1738.75,N,N,N,N
2021,Alabama,Advocate Syringes,"Syringe And Needle,insulin,1ml",22,40,71.5,4263.65,23,,21,41.1,2139.29,,12,137.8,132.23,N,N,N,N
2021,Alabama,Advocate Syringes,"Syringe-Needle,insulin,0.5 Ml",16,32,52,2442.95,16,,21,35,1711.05,#,,84.19,67,N,N,N,N
2021,Alabama,Adzenys Xr-Odt,Amphetamine,2,21,21,9187.21,,*,,,,*,,27.6,1294.74,N,N,N,N
2021,Alabama,Afinitor,Everolimus,25,112,119.2,1997938.75,27,,67,67,1111712.91,#,,75.53,23888.27,N,N,N,N
2021,Alabama,Afrezza,"Insulin Regular, Human",4,42,58.4,87182.02,,#,,,,*,,27.6,2343.9,N,N,N,N
2021,Alabama,Aimovig Autoinjector,Erenumab-Aooe,405,8110,8987.9,6060394.35,1422,,2499,2755.6,1841071.28,,454,29523.41,240078.1,N,N,N,N
2021,Alabama,Ajovy Autoinjector,Fremanezumab-Vfrm,53,609,713.5,464098.87,125,,136,171,108166.39,,33,1585.38,22880.66,N,N,N,N
2021,Alabama,Ajovy Syringe,Fremanezumab-Vfrm,62,563,625.9,412662.31,114,,156,167.6,108445.66,,36,2168.45,18887.14,N,N,N,N
2021,Alabama,Ala-Scalp,Hydrocortisone,8,23,23,14180.36,13,#,,,,#,,69.89,769,N,N,N,N
2021,Alabama,Albendazole,Albendazole,100,155,155,113934.04,109,,86,86,64829.65,,70,175.83,6823.97,N,N,N,N
2021,Alabama,Albuterol Sulfate,Albuterol Sulfate,429,3234,3694.6,270913.03,1230,,2604,2966,193424.38,,1040,2940.65,16575.28,N,N,N,N
2021,Alabama,Albuterol Sulfate Hfa,Albuterol Sulfate,6845,240925,293410.4,12528245.85,95139,,156566,190339.4,8086254.01,,65823,415585.91,2119742.14,N,N,N,N
2021,Alabama,Alclometasone Dipropionate,Alclometasone Dipropionate,213,1304,1333.1,103240,885,,1038,1058.1,80157.62,,726,1158.72,17179.97,N,N,N,N
2021,Alabama,Alcohol Pads,Alcohol Antiseptic Pads,85,285,515.9,19794.38,111,,193,325,11779.11,,69,442.84,977.21,N,N,N,N
2021,Alabama,Alcohol Prep Pads,Alcohol Antiseptic Pads,983,4862,9090.4,396862.04,1699,,3136,5733.8,235476.44,,1091,13670.11,37901.26,N,N,N,N
2021,Alabama,Alcohol Swab,Alcohol Antiseptic Pads,11,18,37.8,58.02,14,#,,,,*,,17.98,19.99,N,N,N,N
2021,Alabama,Alcohol Swabs,Alcohol Antiseptic Pads,105,341,598.3,1559.86,152,,219,415.4,1013.84,,101,339.56,193.67,N,N,N,N
2021,Alabama,Aldactazide,Spironolact/Hydrochlorothiazid,8,18,46,5728.24,,#,,,,*,,23.9,1146.56,N,N,N,N
2021,Alabama,Aldactone,Spironolactone,11,26,75.3,8428.92,,#,,,,*,,27.6,932.66,N,N,N,N
2021,Alabama,Alecensa,Alectinib Hcl,10,69,69,1029229.07,,,58,58,854864.33,*,,18.4,11628.46,N,N,N,N
2021,Alabama,Alendronate Sodium,Alendronate Sodium,3392,82153,181670.3,857969.7,23306,,75239,168126.4,786171.85,,21472,47495.35,215007.41,N,N,N,N
2021,Alabama,Alfuzosin Hcl Er,Alfuzosin Hcl,1005,11770,27154.4,320516.81,3291,,10816,25185.8,296052.74,,3014,3957.17,104624.65,N,N,N,N
2021,Alabama,Alimta,Pemetrexed Disodium,2,38,38,248037.05,,#,,,,*,,704.39,2998.06,N,N,N,N
2021,Alabama,Alinia,Nitazoxanide,10,20,20,44850.18,19,#,,,,#,,68.06,396.01,N,N,N,N
2021,Alabama,Aliskiren,Aliskiren Hemifumarate,151,687,1361,260125.35,149,,628,1260,241064.21,,136,262.1,25165.49,N,N,N,N
2021,Alabama,Allopurinol,Allopurinol,4822,165319,386382.1,2532912.5,42316,,141145,333064.5,2148163.75,,35950,103139.01,682413,N,N,N,N
2021,Alabama,Almotriptan Malate,Almotriptan Malate,25,82,83,22338.94,29,,47,48,12049.58,#,,22.36,2131.92,N,N,N,N
2021,Alabama,Alocril,Nedocromil Sodium,9,28,32,7028.22,,#,,,,*,,63.58,400,N,N,N,N
2021,Alabama,Alogliptin,Alogliptin Benzoate,62,401,491.8,71272.05,87,,354,434.8,64393.5,,72,1831.68,7556.36,N,N,N,N
2021,Alabama,Alogliptin-Metformin,Alogliptin Benz/Metformin Hcl,4,28,58,8241.88,,,28,58,8241.88,*,,36.8,80,N,N,N,N
2021,Alabama,Alogliptin-Pioglitazone,Alogliptin Benz/Pioglitazone,9,38,59,9376.86,,,22,43,8005.21,*,,36.8,1442.73,N,N,N,N
2021,Alabama,Alomide,Lodoxamide Tromethamine,2,20,23.1,3636.56,,,20,23.1,3636.56,*,,0,385.47,N,N,N,N
2021,Alabama,Alosetron Hcl,Alosetron Hcl,39,237,249,295018.16,53,,168,180,187646.46,,40,306.8,19598.69,N,N,N,N
2021,Alabama,Alphagan P,Brimonidine Tartrate,527,6394,9750.4,2118900.14,1634,,5748,8836.3,1914773.22,,1462,18698.87,238057.8,N,N,N,N
2021,Alabama,Alprazolam,Alprazolam,4065,256458,272350.3,2211825.78,40951,,178867,192298.3,1411568.17,,30690,200761.51,696258.55,N,N,N,N
2021,Alabama,Alprazolam Er,Alprazolam,91,701,753,17680.09,115,,416,457,7020.98,,69,334.62,5124.67,N,N,N,N
2021,Alabama,Alprazolam Odt,Alprazolam,56,229,249,20931.64,59,,111,121,7376.03,,40,125.72,2415.92,N,N,N,N
2021,Alabama,Alprazolam Xr,Alprazolam,72,438,452,11457.19,71,,216,216,3527.61,,33,696.62,2215.03,N,N,N,N
2021,Alabama,Alrex,Loteprednol Etabonate,104,265,302.5,86380.11,140,,206,231.3,63482.89,,111,377.2,14933.07,N,N,N,N
2021,Alabama,Altace,Ramipril,21,77,182,47999.68,19,,65,157,41386.68,#,,46,6681.17,N,N,N,N
2021,Alabama,Altavera,Levonorgestrel/Ethin.Estradiol,18,53,112.5,1977.17,16,,0,0,0,,0,216.87,19.81,N,N,N,N
2021,Alabama,Altoprev,Lovastatin,6,24,30.2,29552.53,,*,,,,*,,31.6,3173.76,N,N,N,N
2021,Alabama,Altreno,Tretinoin,16,41,41,3816.98,30,#,,,,#,,18.4,2000.76,N,N,N,N
2021,Alabama,Alvesco,Ciclesonide,15,59,89,19623.92,21,,46,74,15708.2,#,,42.4,3397.17,N,N,N,N
2021,Alabama,Alyacen,Norethindrone-Ethin. Estradiol,26,112,181.2,3964.22,23,,23,23,818.99,*,,162.9,994.18,N,N,N,N
2021,Alabama,Alyq,Tadalafil,17,115,117,181843.4,38,,82,82,122197.76,,23,828.52,7454.63,N,N,N,N
2021,Alabama,Amabelz,Estradiol/Norethindrone Acet,19,74,123,10256.21,19,,46,80.6,6507.66,#,,26.5,2484.64,N,N,N,N
2021,Alabama,Amantadine,Amantadine Hcl,613,6993,10357.6,498473.77,1397,,4541,6895.7,326117.18,,944,6910.7,80610.98,N,N,N,N
2021,Alabama,Amaryl,Glimepiride,5,17,41,6540.73,,,17,41,6540.73,*,,18.4,928.14,N,N,N,N
2021,Alabama,Ambien,Zolpidem Tartrate,19,91,111,72994.2,16,,49,69,47684.2,#,,609.88,2343.23,N,N,N,N
2021,Alabama,Ambien Cr,Zolpidem Tartrate,16,90,116.5,72438.84,16,,47,67,43467.32,*,,138.93,3667.56,N,N,N,N
2021,Alabama,Ambrisentan,Ambrisentan,48,1411,1453.8,5566605.12,167,,885,925.8,3752423.4,,109,5875.67,273259.66,N,N,N,N
2021,Alabama,Amikacin Sulfate,Amikacin Sulfate,54,350,350,33668.15,95,,260,260,25960.23,,75,260.09,4226.11,N,N,Y,N
2021,Alabama,Amiloride Hcl,Amiloride Hcl,272,1180,2503.2,23462.34,311,,923,2001.8,18212.51,,248,732.99,9045.08,N,N,N,N
2021,Alabama,Amiloride-Hydrochlorothiazide,Amiloride/Hydrochlorothiazide,210,819,2030.5,25647.52,221,,728,1838.5,23664,,197,514.62,7035.67,N,N,N,N
2021,Alabama,Aminocaproic Acid,Aminocaproic Acid,14,35,35,74559.49,16,#,,,,#,,10.41,1388.65,N,N,N,N
2021,Alabama,Amiodarone Hcl,Amiodarone Hcl,3337,53591,105555.6,1558894.57,16121,,48859,96587.7,1413943.04,,14573,33452.2,321354.09,N,N,N,N
2021,Alabama,Amitiza,Lubiprostone,962,4450,5841,1920320.97,1681,,2823,3749.7,1187329.98,,1038,15617.92,118600.51,N,N,N,N
2021,Alabama,Amitriptyline Hcl,Amitriptyline Hcl,4588,90915,164923.5,2131430.39,21832,,55200,105347.1,1196858.85,,13654,107483.11,556099.93,N,N,N,N
2021,Alabama,Amlodipine Besylate,Amlodipine Besylate,7891,800624,1913306.3,5430137.44,207931,,673495,1625699.5,4664163.4,,173428,395048.63,1842537.87,N,N,N,N
2021,Alabama,Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,2998,50087,128250.5,1498978.34,12922,,43979,113849,1345689.57,,11313,27399.19,297881.19,N,N,N,N
2021,Alabama,Amlodipine-Atorvastatin,Amlodipine/Atorvastatin,436,1822,4361.3,574596.32,461,,1681,4024.8,536988.45,,414,737.26,21861.85,N,N,N,N
2021,Alabama,Amlodipine-Olmesartan,Amlodipine Bes/Olmesartan Med,574,2927,7007.6,305702.47,813,,2487,6059.6,266515.66,,692,1972.29,47812.67,N,N,N,N
2021,Alabama,Amlodipine-Valsartan,Amlodipine Besylate/Valsartan,1138,8180,19965.3,577262.83,2149,,7175,17763.8,502466.81,,1879,5086.23,89076.19,N,N,N,N
2021,Alabama,Amlodipine-Valsartan-Hctz,Amlodipine/Valsartan/Hcthiazid,195,338,721.5,63013.79,227,,307,665.8,57393.38,,207,225.18,4255.17,N,N,N,N
2021,Alabama,Ammonium Lactate,Ammonium Lactate,549,5129,5493.3,144360.58,2832,,4093,4391.6,113601.9,,2305,4467.53,29640.11,N,N,N,N
2021,Alabama,Amnesteem,Isotretinoin,25,59,59,14517.84,27,,25,25,3049.12,,12,52.2,1429.75,N,N,N,N
2021,Alabama,Amoxapine,Amoxapine,7,28,64,3151.04,,,28,64,3151.04,*,,34.8,354.87,N,N,N,N
2021,Alabama,Amoxicillin,Amoxicillin,8161,140034,140643.6,557359.6,98069,,108314,108843.1,423954.95,,76163,68301.75,265911.26,N,N,Y,N
2021,Alabama,Amoxicillin-Clavulanate Pot Er,Amoxicillin/Potassium Clav,131,187,187,25610.88,169,,151,151,20741.02,,136,300.68,4940.29,N,N,Y,N
2021,Alabama,Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,8744,89697,90047.1,1128342.29,70431,,66987,67248.7,823306.53,,53158,74066.59,413197.29,N,N,Y,N
2021,Alabama,Amphetamine Sulfate,Amphetamine Sulfate,3,21,21,7508.95,,*,,,,*,,33.3,0,N,N,N,N
2021,Alabama,Ampicillin Sodium,Ampicillin Sodium,48,273,273,40613.46,55,,235,235,34140.94,#,,182.49,11358.02,N,N,Y,N
2021,Alabama,Ampicillin Trihydrate,Ampicillin Trihydrate,741,2102,2226.7,34353.06,1526,,1685,1785.1,26804.5,,1246,1463.58,10599.15,N,N,Y,N
2021,Alabama,Ampicillin-Sulbactam,Ampicillin Sodium/Sulbactam Na,25,169,169,26780.04,37,,104,104,18466.01,,24,140.1,7006.42,N,N,Y,N
2021,Alabama,Ampyra,Dalfampridine,15,276,345,1146155.33,53,,30,40,129546.14,*,,357.6,24718.48,N,N,N,N
2021,Alabama,Anagrelide Hcl,Anagrelide Hcl,78,584,882.2,185553.07,111,,531,821.2,156728.23,#,,1600.22,17777.19,N,N,N,N
2021,Alabama,Anastrozole,Anastrozole,978,18131,37970.6,398196.41,4506,,16014,34128.3,358334.33,,3985,11014.54,96161.16,N,N,N,N
2021,Alabama,Androderm,Testosterone,46,142,191,108226.9,42,,95,134,75752.57,,26,256.4,9676.13,N,N,N,N
2021,Alabama,Androgel,Testosterone,13,26,39.2,30038.11,13,#,,,,#,,9.2,5334.86,N,N,N,N
2021,Alabama,Angeliq,Drospirenone/Estradiol,5,27,52.4,10225.42,,,27,52.4,10225.42,*,,46,1214.44,N,N,N,N
2021,Alabama,Anoro Ellipta,Umeclidinium Brm/Vilanterol Tr,2059,32066,40193,17916331.87,7275,,25173,31507.5,14009048.51,,5597,129244.85,1121785.78,N,N,N,N
2021,Alabama,Apidra,Insulin Glulisine,10,29,53.2,37978.98,11,,12,26.1,21283.05,*,,229.2,560,N,N,N,N
2021,Alabama,Apidra Solostar,Insulin Glulisine,33,85,149.7,82674.2,31,,50,91.1,45306.25,#,,263.19,2914.15,N,N,N,N
2021,Alabama,Aplenzin,Bupropion Hbr,13,89,103,336430.91,14,,20,26,79174.76,*,,136.8,4587.57,N,N,N,N
2021,Alabama,Apokyn,Apomorphine Hcl,9,38,43.1,983516.92,12,,27,32.1,750269.53,*,,0,40376.66,N,N,N,N
2021,Alabama,Apraclonidine Hcl,Apraclonidine Hcl,17,76,100.8,6061.45,44,#,,,,#,,16.1,1839.22,N,N,N,N
2021,Alabama,Aprepitant,Aprepitant,8,23,25,25826.91,15,#,,,,*,,128.3,1009.11,N,N,N,N
2021,Alabama,Apri,Desogestrel-Ethinyl Estradiol,21,73,137.7,2172.82,16,,0,0,0,,0,95.3,674.74,N,N,N,N
2021,Alabama,Apriso,Mesalamine,35,173,264,117075.46,34,,122,181,73988.75,#,,225.59,11373.27,N,N,N,N
2021,Alabama,Aptensio Xr,Methylphenidate Hcl,2,13,13,2763.88,,,0,0,0,#,,62.7,0,N,N,N,N
2021,Alabama,Aptiom,Eslicarbazepine Acetate,156,2864,3075.7,3801964.55,288,,979,1049.8,1039283.51,,89,4111.99,28354.55,N,N,N,N
2021,Alabama,Aralast Np,Alpha-1-Proteinase Inhibitor,8,90,90,1091390.34,,,32,32,460480.71,*,,46,37575.86,N,N,N,N
2021,Alabama,Aranesp,Darbepoetin Alfa In Polysorbat,16,65,77.9,105189.31,15,#,,,,#,,36.8,3816.67,N,N,N,N
2021,Alabama,Arazlo,Tazarotene,9,23,23,10853.91,21,#,,,,#,,59.2,821.33,N,N,N,N
2021,Alabama,Arformoterol Tartrate,Arformoterol Tartrate,10,38,38,20348.5,12,#,,,,*,,3.7,421.83,N,N,N,N
2021,Alabama,Aricept,Donepezil Hcl,10,43,69,33655.19,,#,,,,*,,82.8,1901.49,N,N,N,N
2021,Alabama,Arikayce,Amikacin Liposomal/Neb.Accessr,26,170,170,2173349.04,39,,144,144,1836142.98,#,,3501.96,108121.44,N,N,Y,N
2021,Alabama,Arimidex,Anastrozole,4,16,22,35501.28,,#,,,,*,,59.2,0,N,N,N,N
2021,Alabama,Aripiprazole,Aripiprazole,2513,53541,79009.8,5723302.67,10800,,24066,36175.5,2309475.19,,4719,75618.31,347080.28,N,N,N,Y
2021,Alabama,Aripiprazole Odt,Aripiprazole,18,121,130,144951.35,34,,23,23,24324.37,*,,156.85,1495.51,N,N,N,Y
2021,Alabama,Aristada,Aripiprazole Lauroxil,144,1780,2165.3,4991484.21,299,,270,315.9,719189.66,,46,8330.25,20279.19,N,N,N,Y
2021,Alabama,Aristada Initio,"Aripiprazole Lauroxil,submicr.",15,28,28,62538.83,25,*,,,,*,,1524.65,558.68,N,N,N,Y
2021,Alabama,Armodafinil,Armodafinil,294,3330,3775.6,355348.86,583,,1662,1904.8,165464,,308,3874.99,43647.48,N,N,N,N
2021,Alabama,Armour Thyroid,"Thyroid,pork",587,3481,6590.5,241508.31,769,,3010,5831.9,211504.53,,678,4721.42,153764.44,N,N,N,N
2021,Alabama,Arnuity Ellipta,Fluticasone Furoate,509,4230,5269,1138571.34,1016,,3497,4311,928856.05,,819,9268.86,169303.36,N,N,N,N
2021,Alabama,Arthrotec 75,Diclofenac Sodium/Misoprostol,7,23,33,16446.42,,#,,,,*,,92,0,N,N,N,N
2021,Alabama,Asa-Butalb-Caffeine-Codeine,Codeine/Butalbital/Asa/Caffein,30,147,147,19325.87,28,,104,104,13929.42,#,,160.66,2867.23,Y,N,N,N
2021,Alabama,Asacol Hd,Mesalamine,10,39,51.5,49078.34,,,19,21.5,30978.26,*,,126.4,4174.73,N,N,N,N
2021,Alabama,Ascomp With Codeine,Codeine/Butalbital/Asa/Caffein,35,145,145,18021.46,30,,111,111,13483.77,#,,78.81,5365.69,Y,N,N,N
2021,Alabama,Asenapine Maleate,Asenapine Maleate,173,1563,1827.5,630750.67,275,,395,470.1,120244.24,,58,1959.86,5942.15,N,N,N,Y
2021,Alabama,Ashlyna,L-Norgest/E.Estradiol-E.Estrad,6,15,45.5,1111.84,,,0,0,0,#,,12.8,0,N,N,N,N
2021,Alabama,Asmanex,Mometasone Furoate,140,507,758.1,165919.39,155,,439,663.3,144392.48,,130,455.6,32166.39,N,N,N,N
2021,Alabama,Asmanex Hfa,Mometasone Furoate,140,463,557.1,102997.48,174,,371,449.1,82982.12,,143,539.74,26294.16,N,N,N,N
2021,Alabama,Aspirin-Dipyridamole Er,Aspirin/Dipyridamole,568,3152,5689.2,1009633.02,646,,2869,5175.6,908000.68,,582,4280.1,91074.92,N,N,N,N
2021,Alabama,Atacand,Candesartan Cilexetil,4,12,32,8701.24,,,12,32,8701.24,*,,55.2,1232.14,N,N,N,N
2021,Alabama,Atacand Hct,Candesartan/Hydrochlorothiazid,6,41,51,14720.58,,#,,,,*,,0,2274.94,N,N,N,N
2021,Alabama,Atazanavir Sulfate,Atazanavir Sulfate,30,178,226,106928.61,27,,51,79,33000.06,*,,919,3069.15,N,N,N,N
2021,Alabama,Atenolol,Atenolol,4258,114695,281075.6,1034157.74,28478,,97339,242057.8,881404.48,,24243,60434.07,367224.1,N,N,N,N
2021,Alabama,Atenolol-Chlorthalidone,Atenolol/Chlorthalidone,1380,10453,26371.8,470719.46,2724,,8952,22965.5,404699.75,,2339,8530.57,84034.18,N,N,N,N
2021,Alabama,Ativan,Lorazepam,9,46,54,155253.53,,,32,40,100302.61,*,,22.4,2394.1,N,N,N,N
2021,Alabama,Atomoxetine Hcl,Atomoxetine Hcl,433,2779,3704.5,424905.85,635,,753,1046.1,115910.92,,174,6172.82,33118.14,N,N,N,N
2021,Alabama,Atorvastatin Calcium,Atorvastatin Calcium,7369,883543,2155219.5,12612561.8,231704,,729513,1803077,10570134.64,,190550,483853.7,2744626.73,N,N,N,N
2021,Alabama,Atovaquone,Atovaquone,76,293,295,262291.38,84,,106,107.2,74202.46,,41,214.01,8755.81,N,N,N,N
2021,Alabama,Atovaquone-Proguanil Hcl,Atovaquone/Proguanil Hcl,54,86,89.9,9316.26,76,#,,,,#,,14.2,3160.63,N,N,N,N
2021,Alabama,Atripla,Efavirenz/Emtricit/Tenofovr Df,33,217,219,686802.1,44,,59,59,182144.32,,14,1912.4,15272.2,N,N,N,N
2021,Alabama,Atropine Sulfate,Atropine Sulfate,373,2036,2667,126654.17,1319,,1551,2014.7,95051.24,,1054,3022.09,22018.06,N,N,N,N
2021,Alabama,Atrovent Hfa,Ipratropium Bromide,733,2790,3583.5,1606965.95,877,,2086,2621.2,1183106.66,,650,11712.95,85225.72,N,N,N,N
2021,Alabama,Aubagio,Teriflunomide,56,1104,1220.4,10389016.79,155,,272,311.4,2612559.08,,39,958.68,200640.41,N,N,N,N
2021,Alabama,Aurovela,Norethindrone Ac-Eth Estradiol,11,39,65,1581.96,11,,0,0,0,,0,54.1,0,N,N,N,N
2021,Alabama,Aurovela 24 Fe,Norethindrone-E.Estradiol-Iron,9,34,65.6,1165.86,,,0,0,0,#,,38.9,0,N,N,N,N
2021,Alabama,Aurovela Fe,Norethindrone-E.Estradiol-Iron,53,169,373.5,6360.96,57,,0,0,0,,0,274.5,408.65,N,N,N,N
2021,Alabama,Auryxia,Ferric Citrate,214,4853,6081,7706450.81,1057,,1848,2264.7,2445514.68,,407,37903.15,153284.11,N,N,N,N
2021,Alabama,Austedo,Deutetrabenazine,168,3186,3228.9,20893741.17,365,,1461,1477,8460638.6,,166,39914.53,401307.25,N,N,N,N
2021,Alabama,Autoshield Duo Pen Needle,"Pen Needle,dual Safety,diabetc",227,1939,2261.6,170938.17,560,,1561,1796.5,135567.5,,454,1799.56,11154.65,N,N,N,N
2021,Alabama,Avalide,Irbesartan/Hydrochlorothiazide,3,17,25,8910.97,,,17,25,8910.97,*,,0,2175.96,N,N,N,N
2021,Alabama,Avapro,Irbesartan,18,72,149,34899.04,16,#,,,,#,,0,7696.82,N,N,N,N
2021,Alabama,Avastin,Bevacizumab,4,38,38,251976.92,,#,,,,*,,64.4,7646.27,N,N,N,N
2021,Alabama,Aviane,Levonorgestrel/Ethin.Estradiol,9,38,56,653.97,,,0,0,0,#,,63.45,45.38,N,N,N,N
2021,Alabama,Avodart,Dutasteride,9,34,88,17724.79,,,34,88,17724.79,*,,18.4,3754.18,N,N,N,N
2021,Alabama,Avonex,Interferon Beta-1a,29,312,385.8,2914774.99,40,,176,231.8,1749490.85,,24,135.6,62096.17,N,N,N,N
2021,Alabama,Avonex Pen,Interferon Beta-1a,47,577,694,5266094.12,74,,273,310.8,2314384.89,,34,881.8,113932.2,N,N,N,N
