Data Year,State,Brand Name,Generic Name,Total Prescribers,Total Claims,Total 30-Day Fills,Total Drug Cost ($),Total Beneficiaries,Age 65+ Suppression Flag,Age 65+ Claims,Age 65+ 30-Day Fills,Age 65+ Drug Cost ($),Age 65+ Beneficiary Suppression Flag,Age 65+ Beneficiaries,Low-Income Beneficiary Cost ($),Non-Low-Income Beneficiary Cost ($),Is Opioid,Is Long-Acting Opioid,Is Antibiotic,Is Antipsychotic
2021,Arkansas,Ibuprofen-Famotidine,Ibuprofen/Famotidine,7,17,18.5,10669.9,,*,,,,*,,0,118.2,N,N,N,N
2021,Arkansas,Icatibant,Icatibant Acetate,6,29,29,428528.98,,*,,,,*,,5,5370.2,N,N,N,N
2021,Arkansas,Iclusig,Ponatinib Hcl,6,30,30,789520.86,,,19,19,555980.06,*,,13.2,1099.25,N,N,N,N
2021,Arkansas,Icosapent Ethyl,Icosapent Ethyl,185,579,800.6,188986.79,245,,413,584.7,134985.95,,176,711.22,18218.79,N,N,N,N
2021,Arkansas,Idhifa,Enasidenib Mesylate,5,28,28,734443.73,,#,,,,*,,13.2,14409,N,N,N,N
2021,Arkansas,Ilevro,Nepafenac,42,209,257,74613.47,135,,174,209.2,61097.54,,109,553.56,7182.95,N,N,N,N
2021,Arkansas,Imatinib Mesylate,Imatinib Mesylate,74,1129,1150.1,2658301.58,144,,932,953.1,2179717.38,,119,7332.98,238462.64,N,N,N,N
2021,Arkansas,Imbruvica,Ibrutinib,79,1796,1797.1,24225419.73,221,,1699,1700.1,22882821.02,,204,23561.36,1080864.47,N,N,N,N
2021,Arkansas,Imipenem-Cilastatin Sodium,Imipenem/Cilastatin Sodium,16,36,36,14581.68,20,#,,,,#,,14.8,821.28,N,N,Y,N
2021,Arkansas,Imipramine Hcl,Imipramine Hcl,520,3745,5531.8,72900.12,749,,2284,3692.5,45334.92,,474,3430.31,21463.18,N,N,N,N
2021,Arkansas,Imipramine Pamoate,Imipramine Pamoate,29,135,182.5,61883.73,31,,28,41,11843.58,,11,264.94,975.9,N,N,N,N
2021,Arkansas,Imiquimod,Imiquimod,268,1469,1683.8,81627.13,1072,,1266,1441,66460.45,,939,1061.87,36344.38,N,N,N,N
2021,Arkansas,Imvexxy,Estradiol,30,142,165.8,38850.55,37,,100,122.7,29454.73,#,,543.28,8756.23,N,N,N,N
2021,Arkansas,Inbrija,Levodopa,4,48,48,128451.05,,,23,23,60050.43,*,,34.4,11115.16,N,N,N,N
2021,Arkansas,Incassia,Norethindrone,22,88,106,1835.01,20,,0,0,0,,0,108.6,36.56,N,N,N,N
2021,Arkansas,Incruse Ellipta,Umeclidinium Bromide,1235,12262,15124,5613348.5,2558,,9181,11282,4177673.46,,1892,47813.11,344511.29,N,N,N,N
2021,Arkansas,Indapamide,Indapamide,664,5655,11708.9,111474.25,1303,,5069,10729.6,100574.96,,1181,2758.36,37905.29,N,N,N,N
2021,Arkansas,Indomethacin,Indomethacin,1033,3586,4402.1,53210.94,1766,,2499,3073.1,34722.72,,1249,2605.84,13757.8,N,N,N,N
2021,Arkansas,Indomethacin Er,Indomethacin,81,209,301.2,8195.14,79,,155,233.2,6983.64,,60,286.43,2398.12,N,N,N,N
2021,Arkansas,Ingrezza,Valbenazine Tosylate,140,1685,1686.4,11546075.61,239,,521,521.3,3475984.14,,70,14079.99,159027.89,N,N,N,N
2021,Arkansas,Inlyta,Axitinib,39,268,268,4377877.31,60,,220,220,3579904.91,#,,5274.12,197190.47,N,N,N,N
2021,Arkansas,Inqovi,Decitabine/Cedazuridine,15,67,68.8,550294.35,18,,43,44.8,362028.55,#,,63.2,28426.21,N,N,N,N
2021,Arkansas,Inrebic,Fedratinib Dihydrochloride,10,50,50,992976.99,,,39,39,734684.34,*,,8.68,57734.78,N,N,N,N
2021,Arkansas,Insulin Aspart,Insulin Aspart,280,1441,1522.1,287649.95,490,,1064,1114.4,198538.13,,352,2656.25,13061.02,N,N,N,N
2021,Arkansas,Insulin Aspart Flexpen,Insulin Aspart,314,798,1158,312652.93,456,,502,741.1,175913.13,,274,3203.85,30476.65,N,N,N,N
2021,Arkansas,Insulin Aspart Prot Mix 70-30,Insulin Aspart Prot/Insuln Asp,32,61,79,31125.68,32,,39,52.2,19864.21,,19,328.87,3637.4,N,N,N,N
2021,Arkansas,Insulin Glargine-Yfgn,Insulin Glargine-Yfgn,22,36,37.3,4538,33,#,,,,#,,3.7,15.92,N,N,N,N
2021,Arkansas,Insulin Lispro,Insulin Lispro,606,3497,4146.6,1016070.48,1102,,2395,2744.3,598113.6,,745,10212.6,59604.04,N,N,N,N
2021,Arkansas,Insulin Lispro Kwikpen U-100,Insulin Lispro,869,4755,6855.1,1972784.68,1605,,2755,4024,1062679.73,,937,16925.03,111524.8,N,N,N,N
2021,Arkansas,Insulin Lispro Protamine Mix,Insulin Lispro Protamin/Lispro,41,131,159,85017.55,43,,78,94.8,55617.11,,30,871.25,1567.04,N,N,N,N
2021,Arkansas,Insulin Syringe,"Syrge-Ndl,ins 0.3 Ml Half Mark",53,123,240.1,6550.14,55,,97,199.3,4996.9,,43,196.95,1082.67,N,N,N,N
2021,Arkansas,Insulin Syringe,"Syring-Needl,disp,insul,0.3 Ml",481,1516,2337.2,52390.96,615,,1065,1637.1,35313.92,,415,2649.85,9331.12,N,N,N,N
2021,Arkansas,Insulin Syringe,"Syringe And Needle,insulin,1ml",1021,4832,8067.1,172157.04,1835,,3004,5210.3,101642.36,,1191,7576.67,23243.69,N,N,N,N
2021,Arkansas,Insulin Syringe,"Syringe-Needle,insulin,0.5 Ml",743,3267,5178.4,120895.54,1131,,2306,3758,86068.67,,805,5622.91,22690.95,N,N,N,N
2021,Arkansas,Insulin Syringe U-500,"Syringe,insul U-500,ndl,0.5ml",19,104,150.1,4418.43,28,,52,60.2,1842.46,,11,191.8,456.27,N,N,N,N
2021,Arkansas,Insupen,"Pen Needle, Diabetic",12,25,58.3,1272.38,11,,14,35.7,507.4,*,,16.53,162.8,N,N,N,N
2021,Arkansas,Intelence,Etravirine,6,112,112,166834.94,12,,28,28,41592.26,*,,134.4,3514.81,N,N,N,N
2021,Arkansas,Intrarosa,Prasterone (Dhea),18,70,79.1,18268.85,24,#,,,,#,,42.4,6226.44,N,N,N,N
2021,Arkansas,Invega,Paliperidone,128,1152,1192.5,1452174.84,147,,219,227,206480.19,,17,938.49,373.8,N,N,N,Y
2021,Arkansas,Invega Sustenna,Paliperidone Palmitate,341,5788,5817.2,15358269.24,743,,657,661.1,1571741.98,,87,14156.15,22858.82,N,N,N,Y
2021,Arkansas,Invega Trinza,Paliperidone Palmitate,79,514,1517,4013555.09,155,,46,128.8,293391.67,,13,1074.39,0,N,N,N,Y
2021,Arkansas,Invirase,Saquinavir Mesylate,2,19,19,24385.86,,#,,,,*,,28,0,N,N,N,N
2021,Arkansas,Invokamet,Canagliflozin/Metformin Hcl,81,316,498.2,265989.09,81,,219,369,197335.74,,55,2388.07,21204.99,N,N,N,N
2021,Arkansas,Invokamet Xr,Canagliflozin/Metformin Hcl,35,146,198,93838.61,29,,101,145,67470.55,#,,233.7,9653.79,N,N,N,N
2021,Arkansas,Invokana,Canagliflozin,570,3745,5891.5,3220222.62,832,,2886,4524,2456049.14,,623,12255.94,274362,N,N,N,N
2021,Arkansas,Ipratropium Bromide,Ipratropium Bromide,1137,11573,14902.9,488851.5,4746,,10214,13206.3,428839.8,,4175,5931.27,130686.5,N,N,N,N
2021,Arkansas,Ipratropium-Albuterol,Ipratropium/Albuterol Sulfate,373,4567,4579.1,98460.66,1484,,4040,4046.1,87193.26,,1286,546.93,5096.21,N,N,N,N
2021,Arkansas,Irbesartan,Irbesartan,1538,22091,48715.2,539210.9,5026,,20122,44807.8,495360.92,,4579,7299.74,150362.86,N,N,N,N
2021,Arkansas,Irbesartan-Hydrochlorothiazide,Irbesartan/Hydrochlorothiazide,648,5195,11673.5,134043.82,1233,,4697,10675.3,122029.34,,1118,1646.47,38731.02,N,N,N,N
2021,Arkansas,Isentress,Raltegravir Potassium,39,414,414,737929.34,50,,115,115,207173.95,,14,1846.31,15578.4,N,N,N,N
2021,Arkansas,Isentress Hd,Raltegravir Potassium,4,62,62,106251.35,,,13,13,23500.35,*,,677.43,65.69,N,N,N,N
2021,Arkansas,Isibloom,Desogestrel-Ethinyl Estradiol,13,81,117,2378.61,16,,0,0,0,,0,99.1,0,N,N,N,N
2021,Arkansas,Isoniazid,Isoniazid,16,61,73.4,409.41,16,,40,48,271.31,#,,28.27,123.92,N,N,N,N
2021,Arkansas,Isopto Atropine,Atropine Sulfate,61,112,131.7,5904.26,78,,77,92.2,4055.8,,62,230.8,868.98,N,N,N,N
2021,Arkansas,Isosorbide Dinitrate,Isosorbide Dinitrate,1146,8815,14087.1,632809.92,2052,,7289,11558.7,505544.67,,1651,11095.65,121613.39,N,N,N,N
2021,Arkansas,Isosorbide Mononitrate,Isosorbide Mononitrate,526,3230,5207.2,69335.02,673,,2838,4623,61483.74,,583,2438.97,12150.66,N,N,N,N
2021,Arkansas,Isosorbide Mononitrate Er,Isosorbide Mononitrate,2873,78894,147758.2,1271051.56,17402,,65745,124542.3,1058063.6,,14411,52229.89,306020.53,N,N,N,N
2021,Arkansas,Isradipine,Isradipine,10,27,79.5,5544.25,,,27,79.5,5544.25,*,,19.8,2252.34,N,N,N,N
2021,Arkansas,Itraconazole,Itraconazole,128,446,508.6,111722.39,147,,219,251.4,53729.53,,91,539.04,13072.28,N,N,N,N
2021,Arkansas,Ivermectin,Ivermectin,799,4401,4697.6,384972.98,3217,,3679,3946.3,332268.58,,2667,2261,131950.11,N,N,N,N
2021,Arkansas,Jadenu,Deferasirox,9,41,41,553081.03,,*,,,,*,,44.4,211.66,N,N,N,N
2021,Arkansas,Jakafi,Ruxolitinib Phosphate,73,1413,1422.3,20305367.18,177,,1261,1270.3,18046183.73,,152,3008.42,965007.14,N,N,N,N
2021,Arkansas,Jalyn,Dutasteride/Tamsulosin Hcl,4,17,34.9,6979.16,,,17,34.9,6979.16,*,,0,1412.61,N,N,N,N
2021,Arkansas,Jantoven,Warfarin Sodium,488,2466,5381.5,26412.5,623,,2252,5008.7,23699.18,,566,534.08,3378,N,N,N,N
2021,Arkansas,Janumet,Sitagliptin Phos/Metformin Hcl,933,7525,12177.1,5865959.54,1458,,5795,9320.1,4448147.09,,1104,27957.61,448230.49,N,N,N,N
2021,Arkansas,Janumet Xr,Sitagliptin Phos/Metformin Hcl,536,3686,6064.5,2772191.6,743,,2759,4656.2,2116060.59,,566,12832.36,235052.92,N,N,N,N
2021,Arkansas,Januvia,Sitagliptin Phosphate,2062,39926,63735.6,31205112.95,7482,,31488,50247.3,24471096.61,,5864,139019.2,2002618.84,N,N,N,N
2021,Arkansas,Jardiance,Empagliflozin,1966,34825,53096.9,29735247.04,7466,,24265,36922.6,20530965.1,,5242,108722.97,2017045.93,N,N,N,N
2021,Arkansas,Jasmiel,Ethinyl Estradiol/Drospirenone,2,11,14.6,260.52,,,0,0,0,#,,11.7,42,N,N,N,N
2021,Arkansas,Jencycla,Norethindrone,15,63,83.7,848.67,15,*,,,,*,,87.54,171.52,N,N,N,N
2021,Arkansas,Jentadueto,Linagliptin/Metformin Hcl,74,340,588.8,283356.11,75,,278,472,225924.86,,59,958.2,25428.29,N,N,N,N
2021,Arkansas,Jentadueto Xr,Linagliptin/Metformin Hcl,17,150,286,126459.43,37,,90,180,77866.68,,23,445.2,3995.37,N,N,N,N
2021,Arkansas,Jinteli,Norethindrone Ac-Eth Estradiol,8,16,29.2,1330.75,,#,,,,*,,7.4,597.27,N,N,N,N
2021,Arkansas,Jolessa,Levonorgestrel/Ethin.Estradiol,10,22,66.7,2065.75,,,0,0,0,#,,53.3,5.15,N,N,N,N
2021,Arkansas,Jublia,Efinaconazole,38,94,107.1,100197.24,46,,67,75.1,66602.62,,35,271.6,4968.48,N,N,N,N
2021,Arkansas,Juleber,Desogestrel-Ethinyl Estradiol,2,11,14.6,177.17,,,0,0,0,#,,27.63,0,N,N,N,N
2021,Arkansas,Juluca,Dolutegravir/Rilpivirine,30,473,481,1484757.09,53,,183,187,563730,,19,624.8,21754.81,N,N,N,N
2021,Arkansas,Junel,Norethindrone Ac-Eth Estradiol,12,52,59.6,1250.24,11,,0,0,0,,0,77,250.92,N,N,N,N
2021,Arkansas,Junel Fe,Norethindrone-E.Estradiol-Iron,45,180,289.7,5117.98,41,,0,0,0,,0,278.78,481.77,N,N,N,N
2021,Arkansas,Junel Fe 24,Norethindrone-E.Estradiol-Iron,10,36,48.6,1882.07,,,0,0,0,#,,61.9,0,N,N,N,N
2021,Arkansas,Jynarque,Tolvaptan,5,49,49,788059.38,,*,,,,*,,31.6,0,N,N,N,N
2021,Arkansas,K-Phos Original,"Potassium Phosphate,monobasic",8,25,37,2120.37,,*,,,,*,,4,1263.69,N,N,N,N
2021,Arkansas,K-Tab Er,Potassium Chloride,12,209,406.3,7191.39,71,,193,385.7,6940.61,#,,49.8,3171.32,N,N,N,N
2021,Arkansas,Kaletra,Lopinavir/Ritonavir,6,58,66,71422.41,,*,,,,*,,138.4,268.84,N,N,N,N
2021,Arkansas,Kapspargo Sprinkle,Metoprolol Succinate,76,367,375,11570.99,109,,326,334,10351.04,,97,131.83,1899.12,N,N,N,N
2021,Arkansas,Katerzia,Amlodipine Benzoate,4,24,28.1,16140.23,,,0,0,0,#,,56,0,N,N,N,N
2021,Arkansas,Kelnor 1-35,Ethynodiol D-Ethinyl Estradiol,7,33,65.1,1283.85,,,0,0,0,#,,29.5,186.78,N,N,N,N
2021,Arkansas,Kelnor 1-50,Ethynodiol D-Ethinyl Estradiol,2,15,15,430.6,,,0,0,0,#,,3.7,0,N,N,N,N
2021,Arkansas,Keppra,Levetiracetam,36,323,421.4,505240.51,34,,83,101.2,81675.6,,11,586.4,3848.58,N,N,N,N
2021,Arkansas,Keppra Xr,Levetiracetam,10,83,109,124548.65,,,19,19,12280.72,*,,254.8,1038.46,N,N,N,N
2021,Arkansas,Kesimpta Pen,Ofatumumab,11,104,118,1042301.6,19,,0,0,0,,0,108,4119.03,N,N,N,N
2021,Arkansas,Ketoconazole,Ketoconazole,1976,21744,23024.9,591677.2,11447,,16798,17791.7,454083.77,,9226,15361.91,190854.54,N,N,N,N
2021,Arkansas,Ketoprofen,Ketoprofen,9,13,13,21707.39,,*,,,,*,,10.09,0,N,N,N,N
2021,Arkansas,Ketorolac Tromethamine,Ketorolac Tromethamine,1339,12814,13913.4,351909.98,8827,,10305,11281.1,292462.49,,7102,8085.7,110054.14,N,N,N,N
2021,Arkansas,Kevzara,Sarilumab,7,114,119.4,458755.47,18,,52,57.4,219739.7,*,,151.6,6666.53,N,N,N,N
2021,Arkansas,Kineret,Anakinra,2,25,25,116709.02,,,0,0,0,#,,18.4,0,N,N,N,N
2021,Arkansas,Kisqali,Ribociclib Succinate,13,93,93,1183825.56,18,,68,68,863503.02,#,,34.4,37122.24,N,N,N,N
2021,Arkansas,Kisqali Femara Co-Pack,Ribociclib Succinate/Letrozole,4,28,28,421021.51,,,28,28,421021.51,*,,13.2,9702.44,N,N,N,N
2021,Arkansas,Klonopin,Clonazepam,7,46,50.3,8664.79,,,14,18,3260.16,*,,130.8,525.03,N,N,N,N
2021,Arkansas,Klor-Con,Potassium Chloride,108,235,342.1,76958.2,112,,179,246.5,41979.65,,82,225.56,4769.7,N,N,N,N
2021,Arkansas,Klor-Con 10,Potassium Chloride,119,448,756,7632.7,143,,385,641,6233.4,,117,188.21,2042.85,N,N,N,N
2021,Arkansas,Klor-Con 8,Potassium Chloride,31,152,286.7,3375.65,43,#,,,,#,,12.8,927.87,N,N,N,N
2021,Arkansas,Klor-Con M10,Potassium Chloride,473,1668,4351.3,52491.24,642,,1489,3907.6,47434.65,,566,824.52,13271.26,N,N,N,N
2021,Arkansas,Klor-Con M15,Potassium Chloride,27,79,150.6,5672.8,23,#,,,,#,,71.5,511.94,N,N,N,N
2021,Arkansas,Klor-Con M20,Potassium Chloride,1631,9989,21088.9,287759.18,3887,,8324,18000.9,244679.13,,3263,5944.99,61315.31,N,N,N,N
2021,Arkansas,Kombiglyze Xr,Saxagliptin Hcl/Metformin Hcl,43,241,378,163986.52,44,,222,352,154352.2,#,,312.5,26930.69,N,N,N,N
2021,Arkansas,Korlym,Mifepristone,1,12,12,405452.16,,,12,12,405452.16,*,,0,22493.57,N,N,N,N
2021,Arkansas,Kristalose,Lactulose,11,17,19,10835.3,,*,,,,*,,21.21,190,N,N,N,N
2021,Arkansas,Kurvelo,Levonorgestrel/Ethin.Estradiol,14,40,88.6,1283.02,14,,0,0,0,,0,71.04,17.9,N,N,N,N
2021,Arkansas,Labetalol Hcl,Labetalol Hcl,1263,10575,18563.8,483330.11,2301,,8283,14735.8,364762.7,,1770,9397.68,94149.01,N,N,N,N
2021,Arkansas,Lactated Ringers,"Ringer's Solution,lactated",18,46,46,734.7,22,,27,27,311.26,#,,15.6,35.28,N,N,N,N
2021,Arkansas,Lactulose,Lactulose,1411,8739,9654.8,260715.4,2996,,5874,6492.9,169039.72,,2027,5513.57,38472.43,N,N,N,N
2021,Arkansas,Lamictal,Lamotrigine,36,276,372.4,504310.73,31,,103,121,124661.13,,11,349.32,12407.39,N,N,N,N
2021,Arkansas,Lamictal Xr,Lamotrigine,16,133,155.2,421331.55,15,,31,33,95499,*,,160.8,2226.27,N,N,N,N
2021,Arkansas,Lamivudine,Lamivudine,21,173,185.6,17684.89,21,,67,77,10550.8,*,,137.9,217.34,N,N,N,N
2021,Arkansas,Lamivudine Hbv,Lamivudine,15,74,122,24734.84,15,,42,72,15924.41,*,,69.4,2732,N,N,N,N
2021,Arkansas,Lamivudine-Zidovudine,Lamivudine/Zidovudine,15,133,160,31055.3,21,,51,63,8434.31,*,,265.22,2317.32,N,N,N,N
2021,Arkansas,Lamotrigine,Lamotrigine,1928,38986,54412.9,535642.69,6226,,14047,21258,195193.93,,2391,31879.02,80090.54,N,N,N,N
2021,Arkansas,Lamotrigine Er,Lamotrigine,93,502,690.5,212294.63,91,,128,170,50454.49,,21,567.4,5721.92,N,N,N,N
2021,Arkansas,Lamotrigine Odt,Lamotrigine,18,69,109,43322.76,18,,11,19,7309.16,*,,67.31,1201.32,N,N,N,N
2021,Arkansas,Lanoxin,Digoxin,7,27,40.9,30698.17,,,27,40.9,30698.17,*,,58.3,6094.66,N,N,N,N
2021,Arkansas,Lansoprazol-Amoxicil-Clarithro,Lansoprazole/Amoxiciln/Clarith,15,18,18,8407.71,18,#,,,,#,,40.67,475.62,N,N,N,N
2021,Arkansas,Lansoprazole,Lansoprazole,1474,11876,21794.1,561895.91,2969,,9439,17848.5,404303.67,,2397,9461.68,178895.37,N,N,N,N
2021,Arkansas,Lanthanum Carbonate,Lanthanum Carbonate,26,109,127,133866.88,33,,43,57,51970.66,,12,94.92,9874.83,N,N,N,N
2021,Arkansas,Lantus,"Insulin Glargine,hum.Rec.Anlog",1766,18206,23682.5,10764642.15,3782,,13729,17781.8,7773219.29,,2767,55565.09,492050.19,N,N,N,N
2021,Arkansas,Lantus Solostar,"Insulin Glargine,hum.Rec.Anlog",2475,39210,65715.1,26361945.3,9262,,28375,48500.3,18509799.02,,6596,136243.48,1569836.34,N,N,N,N
2021,Arkansas,Larin,Norethindrone Ac-Eth Estradiol,10,152,155.3,2565.21,13,,0,0,0,,0,131.68,0,N,N,N,N
2021,Arkansas,Larin 24 Fe,Norethindrone-E.Estradiol-Iron,7,33,40.4,1692.29,,,0,0,0,#,,23.2,0,N,N,N,N
2021,Arkansas,Larin Fe,Norethindrone-E.Estradiol-Iron,28,166,210.4,3903.15,32,,0,0,0,,0,152.87,139.38,N,N,N,N
2021,Arkansas,Larissia,Levonorgestrel/Ethin.Estradiol,3,13,26.4,317.21,,,0,0,0,#,,40.63,0,N,N,N,N
2021,Arkansas,Lasix,Furosemide,23,52,79,3701.29,18,#,,,,#,,110.74,1276.85,N,N,N,N
2021,Arkansas,Lastacaft,Alcaftadine,10,31,40,9242.4,12,,19,25,6229.58,*,,283.62,1034.99,N,N,N,N
2021,Arkansas,Latanoprost,Latanoprost,1690,99746,148882.7,1980742.62,21040,,90951,136568.3,1789450.65,,19076,48744.06,517288.1,N,N,N,N
2021,Arkansas,Latuda,Lurasidone Hcl,650,8832,9294.5,13985146.97,1182,,1518,1624,1979383.02,,169,25825.41,45027.57,N,N,N,Y
2021,Arkansas,Ledipasvir-Sofosbuvir,Ledipasvir/Sofosbuvir,7,15,15,189978.3,,*,,,,*,,31.6,11574.51,N,N,N,N
2021,Arkansas,Leflunomide,Leflunomide,273,5358,8291.7,596157.04,1153,,3656,5690.6,403893.31,,775,6056.04,142620.6,N,N,N,N
2021,Arkansas,Lenvima,Lenvatinib Mesylate,33,162,162,3456052.56,40,,118,118,2522140.29,#,,8876.24,70599.03,N,N,N,N
2021,Arkansas,Lessina,Levonorgestrel/Ethin.Estradiol,6,18,41.4,620.12,,,0,0,0,#,,22.8,0,N,N,N,N
2021,Arkansas,Letairis,Ambrisentan,4,32,32,336193.39,,,11,11,125496.91,*,,4,11348.92,N,N,N,N
2021,Arkansas,Letrozole,Letrozole,468,10407,18214.5,236770.81,2099,,9456,16651.9,214962.34,,1898,4852.85,76914.18,N,N,N,N
2021,Arkansas,Leucovorin Calcium,Leucovorin Calcium,77,924,1367.1,76551.38,192,,671,1054,21007.72,,144,745.35,8054.94,N,N,N,N
2021,Arkansas,Leukeran,Chlorambucil,7,31,31,23393.49,,,31,31,23393.49,*,,128.31,4246.49,N,N,N,N
2021,Arkansas,Levalbuterol Hcl,Levalbuterol Hcl,29,137,137.5,11535.48,35,#,,,,#,,8.7,1422.4,N,N,N,N
2021,Arkansas,Levalbuterol Tartrate Hfa,Levalbuterol Tartrate,382,1462,1831.4,115576.38,510,,1016,1257.6,76917.58,,376,2791.54,18732.1,N,N,N,N
2021,Arkansas,Levemir,Insulin Detemir,1471,17357,21313.3,10134689.46,3213,,12136,14803.5,6725084.38,,2183,48755.09,280009.76,N,N,N,N
2021,Arkansas,Levemir Flextouch,Insulin Detemir,2043,28117,43713.2,22396656.68,5938,,19054,30352.6,14576970.15,,4002,123213.73,1005203.22,N,N,N,N
2021,Arkansas,Levetiracetam,Levetiracetam,2707,47297,66079.4,1760187.09,8142,,24488,35181.5,787467.27,,4511,39448.3,217088.16,N,N,N,N
2021,Arkansas,Levetiracetam Er,Levetiracetam,106,496,758.2,50705.53,113,,185,313.7,14672.84,,49,577.96,8306.4,N,N,N,N
2021,Arkansas,Levobunolol Hcl,Levobunolol Hcl,39,462,818.7,13131.69,152,,436,773.4,12378.37,#,,252.14,3555.8,N,N,N,N
2021,Arkansas,Levocarnitine,Levocarnitine,25,195,205.8,20076.91,22,,13,17,2187.83,*,,23.7,1354.73,N,N,N,N
2021,Arkansas,Levocarnitine,Levocarnitine (With Sugar),16,103,118.2,19448.95,15,,16,16,2004.02,*,,81.1,231.69,N,N,N,N
2021,Arkansas,Levocarnitine Sf,Levocarnitine,2,14,14,1487.25,,*,,,,*,,0,205.39,N,N,N,N
2021,Arkansas,Levocetirizine Dihydrochloride,Levocetirizine Dihydrochloride,1184,12887,22347,217579.28,3461,,9261,16596.7,150967.69,,2551,9159.56,51868.86,N,N,N,N
2021,Arkansas,Levofloxacin,Levofloxacin,4540,38701,38855.4,294592.59,29104,,29666,29793.4,224450.08,,22418,21942.79,97827.3,N,N,Y,N
2021,Arkansas,Levofloxacin-D5w,Levofloxacin In Dextrose 5 %,30,54,54,2562.38,32,,31,31,1425.18,#,,20.2,390.82,N,N,Y,N
2021,Arkansas,Levonorg-Eth Estrad Eth Estrad,L-Norgest/E.Estradiol-E.Estrad,6,15,45.3,783.04,,,0,0,0,#,,9.1,0,N,N,N,N
2021,Arkansas,Levonorgestrel-Eth Estradiol,Levonorgestrel/Ethin.Estradiol,36,101,269.4,5146.59,35,,0,0,0,,0,121.16,65.69,N,N,N,N
2021,Arkansas,Levothyroxine,Levothyroxine Sodium,67,154,236,26082.29,71,,104,152,16260.9,,47,449.53,2313.01,N,N,N,N
2021,Arkansas,Levothyroxine Sodium,Levothyroxine Sodium,4377,416479,807617.3,6691977.22,84389,,348213,690629.8,5529891.38,,71804,194345.98,1702820.31,N,N,N,N
2021,Arkansas,Levoxyl,Levothyroxine Sodium,70,299,709.5,10454.39,77,,259,621.5,9104.64,#,,27.4,2481.79,N,N,N,N
2021,Arkansas,Lexapro,Escitalopram Oxalate,33,160,286.7,132332.1,30,,128,234.8,100850.27,#,,359.6,10757.33,N,N,N,N
2021,Arkansas,Lialda,Mesalamine,6,28,34.7,19965.5,,,16,22.7,9223.34,*,,0,2079.92,N,N,N,N
2021,Arkansas,Lidocaine,Lidocaine,1090,4424,5176.9,528163.85,1676,,2554,2949.7,303663.09,,1006,6585.93,38915.58,N,N,N,N
2021,Arkansas,Lidocaine Hcl,Lidocaine Hcl,563,3623,3660,54732.83,2429,,3088,3103.8,38025.03,,2117,944.3,4948.25,N,N,N,N
2021,Arkansas,Lidocaine Hcl,Lidocaine Hcl/Pf,230,750,751.3,6114.48,554,,635,635,5215.98,,468,168.97,1210.03,N,N,N,N
2021,Arkansas,Lidocaine Hcl Viscous,Lidocaine Hcl,1400,3758,3803.5,57414.64,2432,,2556,2579.8,38235.4,,1667,3334.35,15137.41,N,N,N,N
2021,Arkansas,Lidocaine-Prilocaine,Lidocaine/Prilocaine,463,2211,2332.4,47883.31,1268,,1497,1581.9,32420.01,,927,2471.25,13796.54,N,N,N,N
2021,Arkansas,Lidoderm,Lidocaine,8,28,44,52664,,#,,,,*,,151.6,88.1,N,N,N,N
2021,Arkansas,Lindane,Lindane,13,15,15.5,1696.58,14,*,,,,*,,13.9,628.14,N,N,N,N
2021,Arkansas,Linezolid,Linezolid,621,1385,1395.2,327246.68,1105,,921,928.3,215346.12,,748,3965.02,28647.62,N,N,Y,N
2021,Arkansas,Linezolid-D5w,Linezolid In Dextrose 5%,20,71,71,58898.6,24,,29,29,24262.77,,12,53.5,6631.83,N,N,Y,N
2021,Arkansas,Linzess,Linaclotide,1865,23934,32885.7,15873447.83,5883,,13901,18990.8,9061890.75,,3544,91440.3,652992.5,N,N,N,N
2021,Arkansas,Liothyronine Sodium,Liothyronine Sodium,613,6765,12122,290160.49,1458,,5260,9743.7,230511.79,,1156,3950.32,106738.74,N,N,N,N
2021,Arkansas,Lipitor,Atorvastatin Calcium,19,87,151,65919.77,17,#,,,,#,,806.74,5004.96,N,N,N,N
2021,Arkansas,Lisinopril,Lisinopril,4972,420869,883606.9,2745551.7,96339,,330817,714427.3,2252637.11,,76635,171544.93,819903.82,N,N,N,N
2021,Arkansas,Lisinopril-Hydrochlorothiazide,Lisinopril/Hydrochlorothiazide,3086,95049,211757.8,725074.52,22814,,74361,171551.5,594827.77,,18104,46572.18,224970.81,N,N,N,N
2021,Arkansas,Lite Touch,"Pen Needle, Diabetic",35,105,169.7,2719.22,37,,73,122.3,1803.52,,26,154.4,338.07,N,N,N,N
2021,Arkansas,Lithium Carbonate,Lithium Carbonate,875,11732,14270,103266.05,1789,,2421,3295.2,19337.01,,383,11544.83,11979.42,N,N,N,N
2021,Arkansas,Lithium Carbonate Er,Lithium Carbonate,314,2928,3639.5,45726.68,484,,608,889.8,8442.89,,117,3763.85,6928.43,N,N,N,N
2021,Arkansas,Lithobid,Lithium Carbonate,2,15,15,17256.98,,*,,,,*,,55.2,796.64,N,N,N,N
2021,Arkansas,Livalo,Pitavastatin Calcium,189,979,1658.1,520507.59,228,,860,1471.1,458705.84,,197,2966.89,75482.32,N,N,N,N
2021,Arkansas,Lo Loestrin Fe,Norethindrone-E.Estradiol-Iron,12,42,67.2,11456.44,11,,0,0,0,,0,189.2,371.88,N,N,N,N
