Data Year,State,Brand Name,Generic Name,Total Prescribers,Total Claims,Total 30-Day Fills,Total Drug Cost ($),Total Beneficiaries,Age 65+ Suppression Flag,Age 65+ Claims,Age 65+ 30-Day Fills,Age 65+ Drug Cost ($),Age 65+ Beneficiary Suppression Flag,Age 65+ Beneficiaries,Low-Income Beneficiary Cost ($),Non-Low-Income Beneficiary Cost ($),Is Opioid,Is Long-Acting Opioid,Is Antibiotic,Is Antipsychotic
2018,Alabama,Acetazolamide,Acetazolamide,835,4100,5583.7,566375.95,1274,,2712,3703.2,321508.54,,905,4771.9,60840,N,N,N,N
2018,Alabama,Acetic Acid,Acetic Acid,206,503,531.9,10606.25,376,,402,430.3,8527.37,,293,450.8,3114.6,N,N,N,N
2018,Alabama,Acetylcysteine,Acetylcysteine,47,231,231,19298.21,107,,211,211,17559.02,,95,28.8,953.7,N,N,N,N
2018,Alabama,Aciphex,Rabeprazole Sodium,30,132,217,130948.21,26,,121,184,109412.11,#,,364.8,7057.8,N,N,N,N
2018,Alabama,Acitretin,Acitretin,105,748,783,491768.4,157,,541,574,344015.34,,119,1332,38198.7,N,N,N,N
2018,Alabama,Actemra,Tocilizumab,56,878,942.2,3012175.36,133,,535,590.1,1839304.94,,81,921.1,63206.1,N,N,N,N
2018,Alabama,Actigall,Ursodiol,3,25,25,26309.41,,,12,12,10308.04,*,,0,1835.6,N,N,N,N
2018,Alabama,Activella,Estradiol/Norethindrone Acet,4,22,27.4,7096.85,,,22,27.4,7096.85,*,,41.8,1406.1,N,N,N,N
2018,Alabama,Actonel,Risedronate Sodium,14,46,75.4,29483.35,13,#,,,,#,,102.6,3296.4,N,N,N,N
2018,Alabama,Actoplus Met Xr,Pioglitazone Hcl/Metformin Hcl,6,11,23,12512,,*,,,,*,,32,760.6,N,N,N,N
2018,Alabama,Acyclovir,Acyclovir,3825,26036,34180.9,764066.91,10228,,18583,24571.4,575265.46,,7579,13478.2,127365.8,N,N,N,N
2018,Alabama,Aczone,Dapsone,19,29,38,20844.8,21,*,,,,*,,74.2,1749.5,N,N,N,N
2018,Alabama,Adacel Tdap,"Diph,pertuss(Acell),tet Vac/Pf",715,2414,2414.7,154857.15,2403,,1873,1873.7,120630.76,,1864,4173.8,68282.9,N,N,N,N
2018,Alabama,Adapalene,Adapalene,47,94,98,15192.16,49,,48,52,6639.61,,28,167.6,630.7,N,N,N,N
2018,Alabama,Adcirca,Tadalafil,69,1747,1873,7072727.66,237,,1055,1113.5,4201075.69,,146,5683.5,221931.6,N,N,N,N
2018,Alabama,Adderall,Dextroamphetamine/Amphetamine,16,99,99,42158.99,15,,13,13,5108.86,*,,145.5,1770.2,N,N,N,N
2018,Alabama,Adderall Xr,Dextroamphetamine/Amphetamine,82,350,360.5,93071.12,97,,94,104,18440.64,,24,1649.2,10401.7,N,N,N,N
2018,Alabama,Adefovir Dipivoxil,Adefovir Dipivoxil,3,13,13,11358.69,,*,,,,*,,11.3,294.8,N,N,N,N
2018,Alabama,Adempas,Riociguat,19,263,263,2503609.17,30,,190,190,1769023.14,#,,3930.7,33713.7,N,N,N,N
2018,Alabama,Advair Diskus,Fluticasone Propion/Salmeterol,3456,54465,71867.2,29637290.23,13731,,41008,54249.9,22234687.87,,10092,182681.3,1964411.5,N,N,N,N
2018,Alabama,Advair Hfa,Fluticasone Propion/Salmeterol,859,4530,5746.7,2440064.44,1302,,3162,4005.6,1704058.98,,893,12292.8,139054.5,N,N,N,N
2018,Alabama,Advocate Pen Needles,"Pen Needle, Diabetic",53,107,178.2,8194.59,59,,70,113.3,5581.38,,37,161.8,427.8,N,N,N,N
2018,Alabama,Advocate Syringes,"Syringe And Needle,insulin,1ml",7,14,24.6,1033.15,,#,,,,*,,32.1,184,N,N,N,N
2018,Alabama,Afeditab Cr,Nifedipine,27,79,122,1972.4,26,#,,,,#,,69.8,705.5,N,N,N,N
2018,Alabama,Afinitor,Everolimus,66,348,355.2,5371262.16,93,,245,252.2,3828539.45,,75,10819.1,86892.4,N,N,N,N
2018,Alabama,Afrezza,"Insulin Regular, Human",5,87,96.3,104461.33,12,#,,,,*,,24.1,12540.4,N,N,N,N
2018,Alabama,Aggrenox,Aspirin/Dipyridamole,236,1142,1471.4,641909.82,255,,945,1214.4,528058.36,,219,1783.4,39063.9,N,N,N,N
2018,Alabama,Agrylin,Anagrelide Hcl,1,12,12,11987.22,,,12,12,11987.22,*,,0,3150.2,N,N,N,N
2018,Alabama,Aimovig Autoinjector,Erenumab-Aooe,62,353,366.4,238162.99,171,,78,83.4,57843.35,,42,1383.1,13626.8,N,N,N,N
2018,Alabama,Aimovig Autoinjector (2 Pack),Erenumab-Aooe,42,239,267.7,148461.28,112,,77,81,44280.21,,34,764.7,13339.7,N,N,N,N
2018,Alabama,Ajovy,Fremanezumab-Vfrm,14,27,29.9,17559.86,24,*,,,,*,,56.6,751.6,N,N,N,N
2018,Alabama,Albendazole,Albendazole,14,148,148,85550.64,79,,26,26,32629.04,,15,153.9,576.1,N,N,N,N
2018,Alabama,Albenza,Albendazole,71,124,124,227622.48,92,,67,67,157337.82,,46,175.1,10265.7,N,N,N,N
2018,Alabama,Albuterol Sulfate,Albuterol Sulfate,665,7522,8083.2,422656.71,2935,,6163,6580.9,286041.69,,2518,2906.9,20877.7,N,N,N,N
2018,Alabama,Alclometasone Dipropionate,Alclometasone Dipropionate,216,1417,1432.7,157949.41,1022,,1113,1122.8,120169.2,,826,1282.7,21307.5,N,N,N,N
2018,Alabama,Alcohol Pads,Alcohol Antiseptic Pads,224,549,1194.5,43341.4,259,,323,686,24097.26,,145,1065,1945.6,N,N,N,N
2018,Alabama,Alcohol Prep Pads,Alcohol Antiseptic Pads,1446,8784,19172.2,705966.33,3569,,5414,11411.1,418025.84,,2172,26656.4,50461.9,N,N,N,N
2018,Alabama,Alcohol Swabs,Alcohol Antiseptic Pads,56,116,210.9,252.74,70,,76,139.3,143.88,,40,67.2,49,N,N,N,N
2018,Alabama,Aldactazide,Spironolact/Hydrochlorothiazid,4,18,30,2401.29,,#,,,,*,,0,695,N,N,N,N
2018,Alabama,Aldactone,Spironolactone,16,50,84,9571.23,14,#,,,,#,,49.6,1875.9,N,N,N,N
2018,Alabama,Alecensa,Alectinib Hcl,6,47,47,670661.55,,,16,16,213002.97,*,,25.1,8265.6,N,N,N,N
2018,Alabama,Alendronate Sodium,Alendronate Sodium,3251,78534,150867.6,659932.06,20294,,70047,136335.7,591808.98,,18209,44664.1,237654.2,N,N,N,N
2018,Alabama,Alfuzosin Hcl Er,Alfuzosin Hcl,905,11290,22650.4,259165.67,2777,,10215,20752.5,237405.24,,2505,3777.3,105592.2,N,N,N,N
2018,Alabama,Alimta,Pemetrexed Disodium,3,16,16,66753.44,,#,,,,*,,25.1,3550.3,N,N,N,N
2018,Alabama,Alinia,Nitazoxanide,76,133,133,271769.42,117,,83,83,167381.43,,76,228,10117.1,N,N,N,N
2018,Alabama,Allopurinol,Allopurinol,4583,167773,343726,2933229.25,38672,,140038,290199.7,2459243.61,,32025,98274.2,711602.3,N,N,N,N
2018,Alabama,Almotriptan Malate,Almotriptan Malate,27,73,73,16758.12,27,,46,46,11562.26,,15,68.3,1489.5,N,N,N,N
2018,Alabama,Alogliptin,Alogliptin Benzoate,28,94,150,27583.72,28,#,,,,#,,30.6,3541.8,N,N,N,N
2018,Alabama,Alogliptin-Metformin,Alogliptin Benz/Metformin Hcl,17,30,60,10475.67,16,#,,,,#,,10.1,835.2,N,N,N,N
2018,Alabama,Alogliptin-Pioglitazone,Alogliptin Benz/Pioglitazone,23,93,151,28329.79,26,,80,128,24320.23,#,,165.6,3392.9,N,N,N,N
2018,Alabama,Alora,Estradiol,7,26,35.9,3975.97,,#,,,,*,,58.5,1342,N,N,N,N
2018,Alabama,Alosetron Hcl,Alosetron Hcl,44,219,243.5,307001.85,62,,155,175.5,218081.19,,41,614.3,14986.3,N,N,N,N
2018,Alabama,Aloxi,Palonosetron Hcl,2,14,14,7881.08,,,14,14,7881.08,*,,41.8,185,N,N,N,N
2018,Alabama,Alphagan P,Brimonidine Tartrate,629,8565,11567.4,2158046.83,2095,,7646,10395.9,1937240.86,,1875,20453.8,293329.5,N,N,N,N
2018,Alabama,Alprazolam,Alprazolam,4574,325890,352376.2,2027726.87,52618,,202985,224061.8,1235493.54,,36001,249129.6,767383.7,N,N,N,N
2018,Alabama,Alprazolam Er,Alprazolam,111,809,882,31103.91,144,,440,487,15143.2,,71,772.3,9196.7,N,N,N,N
2018,Alabama,Alprazolam Odt,Alprazolam,41,213,227.1,24130.39,60,,77,83,5399.82,,33,111.3,3595.5,N,N,N,N
2018,Alabama,Alprazolam Xr,Alprazolam,47,250,281,7402.1,51,,111,128,2362.32,,27,286,2756.2,N,N,N,N
2018,Alabama,Alrex,Loteprednol Etabonate,151,483,528.4,131522.58,224,,378,413.4,100325.61,,181,848.5,20769.7,N,N,N,N
2018,Alabama,Altace,Ramipril,29,125,237,61540.41,24,,113,203,54567.21,#,,428,7319.1,N,N,N,N
2018,Alabama,Altavera,Levonorgestrel-Ethin Estradiol,10,20,39.8,683.11,,,0,0,0,#,,30.5,88.4,N,N,N,N
2018,Alabama,Alunbrig,Brigatinib,1,19,19,247320.98,,,0,0,0,#,,1351.1,0,N,N,N,N
2018,Alabama,Alvesco,Ciclesonide,12,28,42.2,11547.32,,#,,,,*,,25.1,2640.8,N,N,N,N
2018,Alabama,Alyacen,Norethindrone-Ethinyl Estrad,28,93,136.1,2621.5,24,*,,,,*,,130,311.8,N,N,N,N
2018,Alabama,Amabelz,Estradiol/Norethindrone Acet,16,50,96.8,6521.52,16,#,,,,#,,16.8,2286.6,N,N,N,N
2018,Alabama,Amantadine,Amantadine Hcl,652,7546,10052.1,650336.02,1533,,4835,6687.2,425620.06,,1015,6376.6,98514.1,N,N,N,N
2018,Alabama,Amaryl,Glimepiride,19,67,117,18578.03,19,#,,,,#,,119.6,4529,N,N,N,N
2018,Alabama,Ambien,Zolpidem Tartrate,28,150,163,90384.38,27,,67,77,41457.41,,15,672.7,5615.1,N,N,N,N
2018,Alabama,Ambien Cr,Zolpidem Tartrate,16,118,167,81346.84,17,,63,93,45818.3,*,,122.4,5648.7,N,N,N,N
2018,Alabama,Amerge,Naratriptan Hcl,3,25,25.4,21969.56,,,0,0,0,#,,2.5,0,N,N,N,N
2018,Alabama,Amethia,L-Norgest/E.Estradiol-E.Estrad,6,12,36.3,1603.63,,,0,0,0,#,,16.3,160,N,N,N,N
2018,Alabama,Amethia Lo,L-Norgest/E.Estradiol-E.Estrad,5,11,33.4,2048.73,,,0,0,0,#,,3.4,144,N,N,N,N
2018,Alabama,Amicar,Aminocaproic Acid,13,50,50,108050.34,16,,30,30,86830.1,*,,14,4283,N,N,N,N
2018,Alabama,Amikacin Sulfate,Amikacin Sulfate,68,451,452,47168.18,147,,356,357,38281.65,,113,250.5,6185.2,N,N,Y,N
2018,Alabama,Amiloride Hcl,Amiloride Hcl,255,1272,2170.8,30885.26,299,,875,1592.4,22010.6,,219,897.5,12442.1,N,N,N,N
2018,Alabama,Amiloride-Hydrochlorothiazide,Amiloride/Hydrochlorothiazide,258,1239,2822.5,40200.88,318,,1045,2455.4,35465.22,,271,597,13039.3,N,N,N,N
2018,Alabama,Amiodarone Hcl,Amiodarone Hcl,3202,62622,109846.5,1345651.51,16216,,56540,99446.2,1220585.33,,14504,38204.3,368173.8,N,N,N,N
2018,Alabama,Amitiza,Lubiprostone,1835,19750,25100.8,8042338.88,4932,,11661,14628.3,4534163.02,,2956,63144.5,319592,N,N,N,N
2018,Alabama,Amitriptyline Hcl,Amitriptyline Hcl,4318,88572,138956.8,2096621.54,18804,,47351,78062.3,1062469.01,,9796,102140.1,522452.8,N,N,N,N
2018,Alabama,Amlodipine Besylate,Amlodipine Besylate,7245,748969,1578582.3,4685855.56,178544,,611557,1308199.6,3927843.86,,144424,411792.5,1766260.8,N,N,N,N
2018,Alabama,Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,2948,56495,128004.7,1803258.45,13328,,48376,111628.8,1576974.72,,11389,32561.1,449686.9,N,N,N,N
2018,Alabama,Amlodipine-Atorvastatin,Amlodipine/Atorvastatin,356,1530,3395.7,512420.02,395,,1355,3059.7,461714.46,,344,667.8,28134.8,N,N,N,N
2018,Alabama,Amlodipine-Olmesartan,Amlodipine Bes/Olmesartan Med,447,2429,5026.9,442241.93,616,,2084,4347.9,390854.42,,522,1844.9,35187.5,N,N,N,N
2018,Alabama,Amlodipine-Valsartan,Amlodipine Besylate/Valsartan,1212,9536,20637,666170.18,2372,,8163,17872.1,562314.37,,2021,7877,104079.4,N,N,N,N
2018,Alabama,Amlodipine-Valsartan-Hctz,Amlodipine/Valsartan/Hcthiazid,550,2647,5640.9,537986.8,802,,2265,4824.9,455554.12,,661,2285.6,34911.4,N,N,N,N
2018,Alabama,Ammonium Lactate,Ammonium Lactate,581,4124,4489.9,125079.75,2412,,3040,3346.1,92427.56,,1838,3640.5,20972.6,N,N,N,N
2018,Alabama,Amnesteem,Isotretinoin,10,22,22,7391.43,15,*,,,,*,,22.6,1005.7,N,N,N,N
2018,Alabama,Amoxapine,Amoxapine,18,76,108.1,5947.12,20,#,,,,#,,76.2,356.7,N,N,N,N
2018,Alabama,Amoxicillin,Amoxicillin,8095,140654,141025.4,578612.91,99604,,103982,104301.9,423836.6,,74112,76013.5,279785.4,N,N,Y,N
2018,Alabama,Amoxicillin-Clavulanate Pot Er,Amoxicillin/Potassium Clav,152,205,205,27987.23,188,,137,137,18160.2,,128,227.8,5279.7,N,N,Y,N
2018,Alabama,Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,8002,93321,93549.7,1128426.85,73273,,67558,67735,817635.75,,53539,73857.9,485004.3,N,N,Y,N
2018,Alabama,Amphotericin B,Amphotericin B,2,11,11,1901.88,,,0,0,0,#,,0,0,N,N,N,N
2018,Alabama,Ampicillin Sodium,Ampicillin Sodium,23,121,121,17766.47,24,,93,93,12823.4,#,,83.7,4505,N,N,Y,N
2018,Alabama,Ampicillin Trihydrate,Ampicillin Trihydrate,962,3248,3327.2,38234.08,2179,,2463,2512.9,28732.28,,1715,2630.9,9530,N,N,Y,N
2018,Alabama,Ampicillin-Sulbactam,Ampicillin Sodium/Sulbactam Na,25,134,134,20946.17,36,,80,80,13205.28,,21,180,3201.1,N,N,Y,N
2018,Alabama,Ampyra,Dalfampridine,49,1517,1748.1,4591004.39,251,,305,375,985535.2,,54,3889,163807.6,N,N,N,N
2018,Alabama,Amrix,Cyclobenzaprine Hcl,18,82,86,101606,23,*,,,,*,,219.7,790,N,N,N,N
2018,Alabama,Anagrelide Hcl,Anagrelide Hcl,106,824,1159.1,226390.75,144,,772,1099.1,203853.18,,133,687.3,30495.6,N,N,N,N
2018,Alabama,Anaspaz,Hyoscyamine Sulfate,4,20,20,147.73,,#,,,,*,,5.9,43.7,N,N,N,N
2018,Alabama,Anastrozole,Anastrozole,834,17869,32437,243544.84,3872,,15810,29121.2,222475.92,,3425,11409.9,92567.7,N,N,N,N
2018,Alabama,Androderm,Testosterone,51,170,241,119942.89,52,,121,171,85461.68,,35,331.2,10867.1,N,N,N,N
2018,Alabama,Androgel,Testosterone,549,3486,4165.8,3307130.08,947,,2793,3328.6,2679190.49,,741,5696.9,254788.9,N,N,N,N
2018,Alabama,Angeliq,Drospirenone/Estradiol,5,25,35.8,6916.6,,#,,,,*,,25.1,1386.8,N,N,N,N
2018,Alabama,Anoro Ellipta,Umeclidinium Brm/Vilanterol Tr,1821,31068,37523.3,15089969.35,7484,,23267,28041.4,11264818.78,,5502,118644.8,1048128,N,N,N,N
2018,Alabama,Antara,"Fenofibrate,micronized",3,12,14.2,3618.9,,#,,,,*,,0,398.5,N,N,N,N
2018,Alabama,Apidra,Insulin Glulisine,19,64,103.1,77532.65,23,,40,52,29432.73,#,,191.1,3596.6,N,N,N,N
2018,Alabama,Apidra Solostar,Insulin Glulisine,60,189,307.1,148012.98,55,,119,182.8,94887.33,,34,1113.3,7336.5,N,N,N,N
2018,Alabama,Aplenzin,Bupropion Hbr,11,52,62,140966.19,16,,19,25,44433.8,*,,73.3,6556.6,N,N,N,N
2018,Alabama,Apokyn,Apomorphine Hcl,7,36,38,889293.41,,#,,,,*,,0,48166.3,N,N,N,N
2018,Alabama,Apraclonidine Hcl,Apraclonidine Hcl,21,83,98.8,6542.01,37,,70,81.8,5242.01,#,,104.2,1850.9,N,N,N,N
2018,Alabama,Aprepitant,Aprepitant,8,22,22,16593.42,,*,,,,*,,32.8,159,N,N,N,N
2018,Alabama,Apri,Desogestrel-Ethinyl Estradiol,27,104,158,2355.21,27,,0,0,0,,0,212.9,300.7,N,N,N,N
2018,Alabama,Apriso,Mesalamine,276,2777,3577.6,1586533.25,533,,2285,2959.9,1294509.2,,421,7047.4,167814,N,N,N,N
2018,Alabama,Aptiom,Eslicarbazepine Acetate,134,1852,2046.3,2284171.62,240,,523,559,414139.56,,67,2831.8,32020.4,N,N,N,N
2018,Alabama,Aptivus,Tipranavir,1,12,12,19199.16,,,0,0,0,#,,3.7,0,N,N,N,N
2018,Alabama,Aralast Np,Alpha-1-Proteinase Inhibitor,8,100,100,1072845.9,,,27,27,333262.05,*,,45.5,30340.2,N,N,N,N
2018,Alabama,Aranelle,Norethindrone-Ethinyl Estrad,2,14,15.8,384.99,,,0,0,0,#,,44.8,0,N,N,N,N
2018,Alabama,Aranesp,Darbepoetin Alfa In Polysorbat,25,111,119.9,181487.91,26,,95,95.9,139160.36,#,,57.5,4272.8,N,N,N,N
2018,Alabama,Aricept,Donepezil Hcl,11,46,80,44423.44,,#,,,,*,,390.7,2713.5,N,N,N,N
2018,Alabama,Arikayce,Amikacin Liposomal/Neb.Accessr,4,12,12,124407.41,,*,,,,*,,0,5824.9,N,N,Y,N
2018,Alabama,Arimidex,Anastrozole,6,43,57,41084.89,,,43,57,41084.89,*,,50.1,3405.7,N,N,N,N
2018,Alabama,Aripiprazole,Aripiprazole,2156,47768,60384.9,7920230.25,8857,,18378,23369.1,2767088.53,,3240,75396.5,386633.1,N,N,N,Y
2018,Alabama,Aripiprazole Odt,Aripiprazole,7,24,45.8,72583.43,,,11,25,51646.95,*,,31.8,0,N,N,N,Y
2018,Alabama,Aristada,Aripiprazole Lauroxil,98,1429,1637.8,3104061.53,252,,171,199.8,350257.47,,31,7179.1,9751.3,N,N,N,Y
2018,Alabama,Armodafinil,Armodafinil,315,3375,3865.4,463986.32,599,,1489,1729,178801.7,,268,4958.7,43569.9,N,N,N,N
2018,Alabama,Armour Thyroid,"Thyroid,pork",376,1741,3078.3,91856.61,425,,1407,2521.8,73631.9,,339,3015.8,42650.8,N,N,N,N
2018,Alabama,Arnuity Ellipta,Fluticasone Furoate,392,3857,4590,917783.2,1025,,3093,3655,728684.07,,816,8325.2,139769.8,N,N,N,N
2018,Alabama,Arthrotec 75,Diclofenac Sodium/Misoprostol,11,24,52.3,24879.84,,#,,,,*,,84.9,180,N,N,N,N
2018,Alabama,Asacol Hd,Mesalamine,144,757,1063.9,869201.14,157,,663,912.9,754178.29,,130,1488.3,67221.2,N,N,N,N
2018,Alabama,Ascomp With Codeine,Codeine/Butalbital/Asa/Caffein,59,291,306.7,37973.29,57,,203,211.2,26750.29,,35,168.8,5528.4,Y,N,N,N
2018,Alabama,Ashlyna,L-Norgest/E.Estradiol-E.Estrad,20,44,132.7,7738.73,20,,0,0,0,,0,61.1,211.2,N,N,N,N
2018,Alabama,Asmanex,Mometasone Furoate,241,1038,1428.1,316384.68,288,,901,1246.1,277409.52,,245,1513.8,59445.4,N,N,N,N
2018,Alabama,Asmanex Hfa,Mometasone Furoate,112,297,374.3,71747.05,127,,266,332.3,63603.57,,111,522.4,14610,N,N,N,N
2018,Alabama,Aspirin-Dipyridamole Er,Aspirin/Dipyridamole,776,4955,7707.3,2053137.84,997,,4291,6691.6,1770557.1,,854,8437.2,148082.2,N,N,N,N
2018,Alabama,Atacand,Candesartan Cilexetil,10,49,89,11182.48,,#,,,,*,,133.6,2474.3,N,N,N,N
2018,Alabama,Atacand Hct,Candesartan/Hydrochlorothiazid,9,43,60,8247.12,,#,,,,*,,0,2215.8,N,N,N,N
2018,Alabama,Atazanavir Sulfate,Atazanavir Sulfate,54,374,400.2,363692.44,66,,136,148.2,128192.31,,20,368.7,9741,N,N,N,N
2018,Alabama,Atenolol,Atenolol,4265,136918,298651.1,1259560.69,31333,,112642,251432,1065038.89,,25922,73840,440040.1,N,N,N,N
2018,Alabama,Atenolol-Chlorthalidone,Atenolol/Chlorthalidone,1470,12700,28082.8,480360.37,3016,,10350,23525.9,399894.71,,2466,11798.8,129662.4,N,N,N,N
2018,Alabama,Ativan,Lorazepam,8,70,78,193159.59,,,52,60,151883.66,*,,17,9102.4,N,N,N,N
2018,Alabama,Atomoxetine Hcl,Atomoxetine Hcl,304,1811,2239.9,411286.98,408,,461,544,101828.34,,85,3114.1,24374.4,N,N,N,N
2018,Alabama,Atorvastatin Calcium,Atorvastatin Calcium,6726,742646,1636760.6,12610132.34,185351,,597790,1341217.7,10334048.45,,148368,461076.8,3095153.5,N,N,N,N
2018,Alabama,Atovaquone,Atovaquone,69,264,269.3,255843.03,81,,100,103.3,87570.85,,36,170,7175,N,N,N,N
2018,Alabama,Atovaquone-Proguanil Hcl,Atovaquone/Proguanil Hcl,151,327,352.8,29882.67,298,#,,,,#,,106.1,9914,N,N,N,N
2018,Alabama,Atripla,Efavirenz/Emtricit/Tenofovr Df,120,2157,2322,6434210.48,273,,649,719,1998795.61,,77,13432.8,153425.2,N,N,N,N
2018,Alabama,Atropine Sulfate,Atropine Sulfate,396,1715,2074.7,84014.62,1160,,1344,1621.7,65350.8,,973,1491.5,13294.5,N,N,N,N
2018,Alabama,Atrovent Hfa,Ipratropium Bromide,897,3704,4571.9,1732128.69,1174,,2463,3058.6,1165289.33,,822,14646.5,107534.4,N,N,N,N
2018,Alabama,Aubagio,Teriflunomide,45,1064,1349.9,9138365.56,157,,273,368.1,2454169.67,,43,3459.1,208972.3,N,N,N,N
2018,Alabama,Auryxia,Ferric Citrate,157,3514,4322.8,4248908.76,810,,1251,1484.4,1250996.35,,288,17031.3,42582.2,N,N,N,N
2018,Alabama,Austedo,Deutetrabenazine,70,903,919,5097449.82,133,,413,423,2304901.2,,62,4057,114758,N,N,N,N
2018,Alabama,Autoshield Duo Pen Needle,"Pen Needle,dual Safety,diabetc",246,2157,2504.9,157747.29,656,,1818,2089.8,131395.57,,562,1631.3,9327.9,N,N,N,N
2018,Alabama,Avalide,Irbesartan/Hydrochlorothiazide,7,36,58,13403.22,,,36,58,13403.22,*,,11.1,3464.6,N,N,N,N
2018,Alabama,Avandia,Rosiglitazone Maleate,6,29,51,11844.55,,#,,,,*,,66.8,2988.3,N,N,N,N
2018,Alabama,Avapro,Irbesartan,21,83,168.2,35890.45,18,,83,168.2,35890.45,,18,39.9,11133.2,N,N,N,N
2018,Alabama,Avastin,Bevacizumab,2,21,21,107307.81,,,21,21,107307.81,*,,8.4,7356.3,N,N,N,N
2018,Alabama,Aviane,Levonorgestrel-Ethin Estradiol,16,56,82.1,1104.64,18,,0,0,0,,0,85.3,126,N,N,N,N
2018,Alabama,Avodart,Dutasteride,24,124,190,36667.18,22,,113,171,32929.26,#,,282.3,8611,N,N,N,N
2018,Alabama,Avonex,Interferon Beta-1a,34,484,525.6,3680243.72,53,,232,248.4,1728594.75,,25,5301.8,60628.9,N,N,N,N
2018,Alabama,Avonex,Interferon Beta-1a/Albumin,7,48,48,337803.83,,,24,24,167415.77,*,,33.4,11933.5,N,N,N,N
2018,Alabama,Avonex Pen,Interferon Beta-1a,55,737,830.6,5819645.67,90,,313,338.2,2345497.9,,39,6436.5,166264.3,N,N,N,N
2018,Alabama,Avycaz,Ceftazidime/Avibactam,5,18,18,90675.83,,*,,,,*,,8.4,8171.9,N,N,Y,N
2018,Alabama,Azactam,Aztreonam,8,16,16,4495.76,,#,,,,*,,0,748.6,N,N,Y,N
2018,Alabama,Azasite,Azithromycin,65,134,145.1,28151.86,91,,120,131.1,25521.87,#,,315.8,5492.7,N,N,N,N
2018,Alabama,Azathioprine,Azathioprine,756,8745,13743.6,528098.55,1746,,5661,9281,347049.12,,1136,7685.6,89532.8,N,N,N,N
2018,Alabama,Azelaic Acid,Azelaic Acid,20,24,28,6540.94,23,#,,,,#,,0,1068.3,N,N,N,N
2018,Alabama,Azelastine Hcl,Azelastine Hcl,2521,34639,42581.7,1663615.25,16094,,27756,34166.7,1346481.08,,12970,26614.8,442179.8,N,N,N,N
2018,Alabama,Azelex,Azelaic Acid,9,16,22,9389.47,,#,,,,*,,23.2,1246.9,N,N,N,N
2018,Alabama,Azilect,Rasagiline Mesylate,22,135,163,114449.09,30,,112,140,97516.32,#,,138.7,13897.6,N,N,N,N
2018,Alabama,Azithromycin,Azithromycin,8306,155776,157735.9,1196937.32,114828,,114230,115728.5,890897.62,,85470,111276.5,483017.8,N,N,Y,N
